article_w_version,model_name,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
32-openai_board_avg,gemini-2.5-flash,1.0,0.2647058823529412,0.2647058823529412,0.38235294117647056,0.2647058823529412,1.0,0.38235294117647056,0.23529411764705882,0.23529411764705882,0.0,0.0,0.7362138935306756,17.0,4.5,48.0,65.0
33-human-border_patrol_towers_avg,gemini-2.5-flash,0.8571428571428571,0.75,0.6428571428571429,0.8333333333333334,0.6666666666666666,0.8888888888888888,0.8333333333333334,0.20833333333333334,0.20833333333333334,0.32142857142857145,0.14285714285714285,0.2222222222222222,24.0,16.0,8.0,36.0
34-human-ca_guanranteed_income_avg,gemini-2.5-flash,0.8518518518518519,1.0,0.8518518518518519,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.5652173913043478,0.5652173913043478,0.6666666666666666,0.14814814814814814,0.47058823529411764,23.0,19.0,24.0,51.0
4-SFO-Labor-Day_avg,gemini-2.5-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15000000000000002,0.6499999999999999,0.55,0.0,0.39338235294117646,10.0,10.0,6.5,16.5
5-Humboldt-SF-homeless-bus_avg,gemini-2.5-flash,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.5555555555555556,1.0,0.5833333333333334,0.25,0.3333333333333333,9.0,9.0,6.0,18.0
6-OUSD-basic-job_avg,gemini-2.5-flash,0.76,1.0,0.76,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.2361111111111111,0.5527777777777778,0.38,0.24000000000000002,0.34210526315789475,19.0,13.5,13.0,38.0
7-District7-Candidate-Sues_avg,gemini-2.5-flash,0.9523809523809523,0.45,0.42857142857142855,0.07500000000000001,0.05,0.1111111111111111,0.07500000000000001,0.15,0.32499999999999996,0.047619047619047616,0.047619047619047616,0.4933139534883721,20.0,2.5,20.5,41.5
8-primary-recount-complete_avg,gemini-2.5-flash,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.25,0.25,0.8,0.2,0.6770833333333333,4.0,4.0,10.5,15.5
9-steph-curry-gold_avg,gemini-2.5-flash,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,0.6785714285714286,9.0,8.0,19.0,28.0
1-Harris-Trump-Reuters-Poll_avg,deepseek-r1,0.375,0.3392857142857143,0.125,0.75,0.3392857142857143,1.0,0.75,0.3392857142857143,0.3392857142857143,0.125,0.625,0.045454545454545456,7.5,2.5,1.0,21.0
10-Nebraska-voting-rights_avg,deepseek-r1,0.875,0.9285714285714286,0.8125,0.8571428571428571,0.7857142857142857,0.8452380952380952,0.8571428571428571,0.5714285714285714,0.6428571428571428,0.6875,0.125,0.15555555555555556,7.0,6.0,1.5,9.5
11-Nebraska-felons-crim-justice_avg,deepseek-r1,0.825,0.8611111111111112,0.7,0.7944444444444445,0.7388888888888889,0.8564102564102565,0.7666666666666666,0.5222222222222221,0.7944444444444445,0.55,0.175,0.045454545454545456,16.5,12.5,1.0,21.0
12-kids-lead-poisoning_avg,deepseek-r1,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,2.0,0.5,1.0,3.0
13-pilot-curb-evictions_avg,deepseek-r1,0.75,0.8221153846153846,0.6071428571428572,0.7596153846153846,0.7596153846153846,0.9285714285714286,0.7596153846153846,0.4807692307692308,0.5961538461538461,0.32142857142857145,0.25,0.2700534759358289,10.5,8.0,5.5,19.5
14-many-police-calls_avg,deepseek-r1,0.41304347826086957,0.7833333333333333,0.32608695652173914,0.7333333333333334,0.7333333333333334,0.9444444444444444,0.7333333333333334,0.2111111111111111,0.8388888888888889,0.2826086956521739,0.5869565217391304,0.07852564102564102,9.5,7.5,2.0,25.0
15-Newsom-declares-emergency_avg,deepseek-r1,0.7666666666666666,0.9128787878787878,0.7,0.8712121212121212,0.8712121212121212,0.9545454545454546,0.8712121212121212,0.08712121212121213,0.39015151515151514,0.26666666666666666,0.23333333333333334,0.46153846153846156,11.5,10.5,13.0,28.0
16-America's-Sleeping-Giant_avg,deepseek-r1,0.5769230769230769,0.7946428571428572,0.46153846153846156,0.5982142857142857,0.5982142857142857,0.7571428571428571,0.6696428571428572,0.13392857142857142,0.33035714285714285,0.15384615384615385,0.42307692307692313,0.3157894736842105,7.5,5.0,6.0,19.0
17-homelessness-santa-clara_avg,deepseek-r1,0.5,0.606060606060606,0.3,0.7070707070707071,0.606060606060606,1.0,0.7070707070707071,0.0,0.32323232323232326,0.175,0.5,0.06926406926406926,10.0,6.0,1.5,21.5
18-wyoming-primary-dems_avg,deepseek-r1,0.5769230769230769,0.7946428571428572,0.46153846153846156,0.9285714285714286,0.7946428571428572,1.0,0.9285714285714286,0.3839285714285714,0.3839285714285714,0.38461538461538464,0.42307692307692313,0.16041666666666665,7.5,6.0,2.5,15.5
19-oakland-sues-SW-airlines_avg,deepseek-r1,0.7083333333333333,0.8888888888888888,0.625,0.4722222222222222,0.4722222222222222,0.5357142857142857,0.4722222222222222,0.11805555555555555,0.11805555555555555,0.125,0.29166666666666663,0.17142857142857143,8.5,4.0,2.5,14.5
2-Best-DDR-player_avg,deepseek-r1,0.6904761904761905,0.7238095238095238,0.5,0.7571428571428571,0.7238095238095238,1.0,0.7571428571428571,0.4476190476190476,0.4476190476190476,0.21428571428571427,0.30952380952380953,0.14250000000000002,14.5,10.5,3.5,24.5
20-bill-easier-access_avg,deepseek-r1,0.5625,0.775,0.4375,0.9,0.775,1.0,0.9,0.0,0.0,0.25,0.4375,0.1111111111111111,4.5,3.5,1.0,9.0
21-trump-kamala-mispronounce_avg,deepseek-r1,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,2.0,0.0,3.0
22-Judge-rules-breona-taylor_avg,deepseek-r1,0.46875,1.0,0.46875,0.9375,0.9375,0.9375,0.9375,0.6696428571428572,0.7410714285714286,0.28125,0.53125,0.15555555555555556,7.5,7.0,3.0,19.0
23-black-landowners-11mins_avg,deepseek-r1,0.65625,0.8090909090909091,0.53125,0.6227272727272727,0.6227272727272727,0.7708333333333333,0.6227272727272727,0.5227272727272727,0.6181818181818182,0.34375,0.34375,0.12941176470588237,10.5,6.5,2.5,18.5
24-what-happens-to-migrants_avg,deepseek-r1,0.5454545454545454,1.0,0.5454545454545454,0.75,0.75,0.75,0.75,0.1875,0.8125,0.40909090909090906,0.45454545454545453,0.30980392156862746,6.0,5.0,5.0,16.0
25-ballot-access-trans_avg,deepseek-r1,0.472972972972973,0.857843137254902,0.40540540540540543,0.8562091503267973,0.7712418300653594,0.9,0.8562091503267973,0.25816993464052285,0.5441176470588236,0.32432432432432434,0.527027027027027,0.16759352881698686,17.5,13.0,7.5,44.5
26-biden-harris-11M_avg,deepseek-r1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.625,1.0,1.0,2.0,3.0
27-general-assembly-landlords_avg,deepseek-r1,0.5294117647058824,0.725,0.38235294117647056,0.825,0.6625,0.9166666666666667,0.825,0.3375,0.3375,0.23529411764705882,0.47058823529411764,0.22083333333333333,9.0,6.0,5.0,22.0
28-scranton-ukrainian-weapons_avg,deepseek-r1,0.9090909090909091,0.8,0.7272727272727273,0.7,0.7,0.875,0.7,0.3,0.6,0.5454545454545454,0.09090909090909091,0.2895833333333333,10.0,7.0,4.5,15.5
29-tim-scott-deregulate_avg,deepseek-r1,0.4375,0.625,0.28125,0.5833333333333333,0.5,0.8333333333333333,0.5833333333333333,0.14583333333333331,0.14583333333333331,0.0,0.5625,0.058823529411764705,7.0,3.5,1.0,17.0
3-SF renewed-sweeps_avg,deepseek-r1,0.5416666666666667,0.7678571428571428,0.41666666666666663,0.6964285714285714,0.6547619047619048,0.8535353535353536,0.6964285714285714,0.4226190476190476,0.6190476190476191,0.35416666666666663,0.45833333333333337,0.09401709401709402,13.0,8.5,2.5,26.5
30-la-lower-rent-hikes_avg,deepseek-r1,0.44594594594594594,0.8665413533834586,0.3918918918918919,0.6015037593984962,0.6015037593984962,0.696969696969697,0.6015037593984962,0.5037593984962406,0.5037593984962406,0.21621621621621623,0.5540540540540541,0.08628048780487804,16.5,10.0,3.5,40.5
31-SV-GT-vermont_bill_avg,deepseek-r1,0.98,0.9175,0.8999999999999999,0.8358333333333333,0.8358333333333333,0.9107142857142857,0.9175,0.3025,0.3425,0.8200000000000001,0.02,0.07407407407407407,24.5,22.5,2.0,27.0
32-openai_board_avg,deepseek-r1,0.47058823529411764,0.25,0.11764705882352941,0.375,0.125,0.5,0.375,0.5,0.5,0.0,0.5294117647058824,0.15,8.0,2.0,3.0,20.0
33-human-border_patrol_towers_avg,deepseek-r1,0.7142857142857143,0.85,0.6071428571428571,0.825,0.7,0.8235294117647058,0.825,0.15,0.15,0.2857142857142857,0.2857142857142857,0.034482758620689655,20.0,12.5,1.0,29.0
34-human-ca_guanranteed_income_avg,deepseek-r1,0.5925925925925926,0.96875,0.5740740740740741,0.78125,0.78125,0.80625,0.53125,0.3125,0.3125,0.35185185185185186,0.4074074074074074,0.08448275862068966,16.0,9.5,2.5,29.5
4-SFO-Labor-Day_avg,deepseek-r1,1.0,0.9,0.9,0.95,0.9,1.0,0.95,0.05,0.44999999999999996,0.8,0.0,0.16083916083916083,10.0,9.0,2.0,12.0
5-Humboldt-SF-homeless-bus_avg,deepseek-r1,0.5,0.6571428571428571,0.33333333333333337,1.0,0.6571428571428571,1.0,1.0,0.27142857142857146,0.6857142857142857,0.29166666666666663,0.5,0.10989010989010989,6.0,4.0,1.5,13.5
6-OUSD-basic-job_avg,deepseek-r1,0.6200000000000001,0.9285714285714286,0.5800000000000001,0.8277310924369747,0.8277310924369747,0.8872549019607843,0.8277310924369747,0.22478991596638653,0.5441176470588236,0.33999999999999997,0.38,0.019230769230769232,15.5,11.5,0.5,25.5
7-District7-Candidate-Sues_avg,deepseek-r1,0.45238095238095233,0.6904761904761905,0.30952380952380953,0.6190476190476191,0.5773809523809523,0.8375,0.6190476190476191,0.041666666666666664,0.5476190476190476,0.26190476190476186,0.5476190476190476,0.125,9.5,5.5,3.0,24.0
8-primary-recount-complete_avg,deepseek-r1,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.75,0.75,0.8,0.2,0.16666666666666666,4.0,4.0,1.0,6.0
9-steph-curry-gold_avg,deepseek-r1,0.6111111111111112,1.0,0.6111111111111112,1.0,1.0,1.0,1.0,0.18333333333333335,0.18333333333333335,0.5555555555555556,0.38888888888888884,0.09090909090909091,5.5,5.5,1.0,10.0
