SourcedStatement,SourceType,Name,Title,Justification
"“A lot is falling on poll workers to correctly enforce the law,” Kunis added.",Named Person Sources,Lauren Kunis,CEO and executive director,"CEO and executive director of VoteRiders, which helps voters obtain identification"
“And I would argue that is less of a solid protection in states where anti-trans rhetoric is skyrocketing.”,Named Person Sources,Lauren Kunis,CEO and executive director,"CEO and executive director of VoteRiders, which helps voters obtain identification"
He described Democratic vice presidential nominee Tim Walz recently as “very heavy into the transgender world.”,Named Person Sources,Donald Trump,former President,former President
"“Trans votes count,” said Ankit Rastogi, director of research for the National Center for Transgender Equality, which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund.",Named Person Sources,Ankit Rastogi,director of research,"director of research for the National Center for Transgender Equality, which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund"
“I think the big takeaway is that our community is really trying to come out and make a difference through the democratic process.”,Named Person Sources,Ankit Rastogi,director of research,"director of research for the National Center for Transgender Equality, which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund"
"Forcing a person to show identification that does not align with their gender identity could out them to people in their community, as Lucas Cameron-Vaughn, an attorney for the ACLU of Tennessee, explained.",Named Person Sources,Lucas Cameron-Vaughn,attorney,an attorney for the ACLU of Tennessee
"“Trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of ID. And so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment,” he said.",Named Person Sources,Lucas Cameron-Vaughn,attorney,an attorney for the ACLU of Tennessee
"Last year, Tennessee Gov. Bill Lee, a Republican, signed a bill into law that defines sex as “determined by anatomy and genetics existing at the time of birth.”",Named Person Sources,Bill Lee,Gov.,"Tennessee Gov., a Republican"
"“It’s a tactic that’s designed to splinter support for trans rights and suggest sort of who is harmed by protecting trans people — to frame that as cisgender women being the people harmed by protections for trans people,” said Rose Saxe, who is deputy project director for the ACLU’s LGBT & HIV Project.",Named Person Sources,Rose Saxe,deputy project director,deputy project director for the ACLU’s LGBT & HIV Project
"“The states with the anti-trans laws are also the ones that are more likely to be passing anti-voter laws, full stop,” Kunis said.",Named Person Sources,Lauren Kunis,CEO and executive director,"CEO and executive director of VoteRiders, which helps voters obtain identification"
"To Quinn Diaz, a public policy associate at advocacy group Equality Florida, the failure of most anti-LGBTQ+ bills introduced in this year’s legislative session showed that the tide in Florida is turning.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida
"But the new gender marker regulation signals yet another way that state agencies in Florida have overstepped their bounds and been “weaponized” to target transgender Floridians, they argued.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida
"“We saw it as a move to inflict maximum chaos and misunderstanding,” Diaz said.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida
“And really to scare trans folks from even participating and getting the license if they needed to update it.”,Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida
"“With these laws in Florida, you’re forced to choose between living authentically and just not really participating in public life,” Diaz said.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida
"Diaz, who is transgender, moved to Florida from Massachusetts, where they had an “X” gender marker on their driver’s license.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"Because they didn’t have all the necessary documentation and weren’t established yet with a local provider when they transferred their license to Florida, they forfeited that marker and defaulted to a license with their sex assigned at birth.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"Diaz said they didn’t have any problems voting in person in the 2022 midterms, but they plan to vote by mail this November.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"“I can imagine that a lot of trans folks in Florida who might not have access … to an accurate and affirming ID might not want to engage in that process at all, especially in such a heightened political environment,” Diaz said.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"“Gender nonconforming people are already under such public scrutiny nationwide,” Diaz said.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"“That’s when you’re gonna see the convergence of those two elements. It really seems like it would only result in more discrimination, more discomfort for trans people, more interrogation and potentially just being turned away.”",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"Hazel Krebs, a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law, felt the weight of that increased scrutiny as she cast her ballot in March.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
Krebs wondered whether her identification — one that for weeks no longer reflected her gender identity — might impact her ability to vote.,Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
"She chatted with the election workers in the mostly empty precinct, then showed her ID.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
"She did her homework, learned that gender is not required information to vote and showed up ready to explain it.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
But no one questioned her.,Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
Krebs voted and was out of the polling site within minutes.,Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
"Still, she worries that, under the same circumstances, another trans person might have stayed home.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
"“They won’t stop me, but I can see how it would stop others,” she said.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
“It is almost certainly stopping some people from showing up at the polls.”,Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
"While the driver’s license is the most ubiquitous form of identification in the United States’ car-centric society, Kunis wants to dispel the “common misconception” that it’s the only form of ID people can use to vote.",Named Person Sources,Lauren Kunis,CEO and executive director,"CEO and executive director of VoteRiders, which helps voters obtain identification"
"In addition to using passports as identification, Diaz said that Florida voters have the option to vote by mail, vote early in person and bring a friend or family member to the polls.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"“Our ability to participate in this democracy in Florida, it’s been on the line for a while,” Diaz said.",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"Transgender people, they said, are being “forced to choose between participating in our greatest civic right or just sitting out because the state doesn’t see us for who we are.”",Named Person Sources,Quinn Diaz,public policy associate,a public policy associate at advocacy group Equality Florida; who is transgender
"“Something that’s very frustrating for us at VoteRiders is you will never be able to capture the number of people who do not feel safe voting, and who therefore stay home. And you also won’t be able to capture the people who are trans and show up to try and vote and are turned away.” Kunis said.",Named Person Sources,Lauren Kunis,CEO and executive director,"CEO and executive director of VoteRiders, which helps voters obtain identification"
"“And we know that is happening, but it is difficult to quantify.”",Named Person Sources,Lauren Kunis,CEO and executive director,"CEO and executive director of VoteRiders, which helps voters obtain identification"
Cameron-Vaughn said he also worries about a scenario where a trans person is stopped at a polling place because of mismatching information on their identification and must fill out a provisional ballot — a voting option that often requires a person to return at a later date with more documentation to ensure their vote is counted.,Named Person Sources,Lucas Cameron-Vaughn,attorney,an attorney for the ACLU of Tennessee
"“There are definitely the physical dangers, the dangers for harassment, discrimination — but also ultimately, voter suppression,” he said.",Named Person Sources,Lucas Cameron-Vaughn,attorney,an attorney for the ACLU of Tennessee
"Josie Caballero, director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey, said it’s important to remember that barriers to voting existed for trans people before the latest slate of laws and rules targeting sex classification, particularly around voter ID rules.",Named Person Sources,Josie Caballero,director of voting and elections,director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey
Trans people turned out to vote despite those policy roadblocks.,Named Person Sources,Josie Caballero,director of voting and elections,director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey
"“It really shows the resiliency of the trans community to ensure that our voices are heard and we have visibility at the ballot box,” she said.",Named Person Sources,Josie Caballero,director of voting and elections,director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey
"Krebs, who plans to vote in November, is worried about how the dynamics of a crowded polling site might impact her ability to vote.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law; who plans to vote in November"
"But she is determined to access the ballot, and to stay in Kansas despite the heightened scrutiny.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law; who plans to vote in November"
"“There’s nothing these laws will do to stop me from living my best life,” she said.",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law; who plans to vote in November"
“It just puts my energy and passion towards making this place better for me and other trans people.”,Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law; who plans to vote in November"
"At least nine states in the past two years have explicitly regulated gender in this way, according to a tally by the Movement Advancement Project (MAP), which tracks LGBTQ+ policy.",Document Sources,Movement Advancement Project (MAP),,"a tally by the Movement Advancement Project (MAP), which tracks LGBTQ+ policy"
"An analysis released in August of respondents to the 2022 U.S. Transgender Survey, widely seen as the most comprehensive study of binary and nonbinary transgender Americans, found that voting-eligible trans people had cast ballots in the last presidential election at a higher rate than the U.S. population.",Document Sources,National Center for Transgender Equality,,"An analysis released in August of respondents to the 2022 U.S. Transgender Survey, widely seen as the most comprehensive study of binary and nonbinary transgender Americans; which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund"
"The study included more than 92,000 respondents, including more than 84,000 adults who were 18 and older.",Document Sources,National Center for Transgender Equality,,"An analysis released in August of respondents to the 2022 U.S. Transgender Survey, widely seen as the most comprehensive study of binary and nonbinary transgender Americans; which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund"
"Nearly 21 million voting-eligible U.S. citizens do not have a current driver’s license, according to the Center for Democracy and Civic Engagement at the University of Maryland, whose research was partially supported by VoteRiders.",Document Sources,Center for Democracy and Civic Engagement at the University of Maryland,,"according to the Center for Democracy and Civic Engagement at the University of Maryland, whose research was partially supported by VoteRiders"
"The Williams Institute at the University of California, Los Angeles School of Law, estimated ahead of the 2022 midterm election that more than 200,000 voting-eligible transgender Americans may find it difficult to vote at the time because of voter ID laws.",Document Sources,"The Williams Institute at the University of California, Los Angeles School of Law",,"The Williams Institute at the University of California, Los Angeles School of Law"
Some trans voters have expressed confusion and fear of discrimination at the ballot box that could discourage them from participating in public life.,Unnamed Group of People,trans voters,,Some trans voters have expressed confusion and fear of discrimination at the ballot box that could discourage them from participating in public life.
