SourcedStatement,SourceType,Name,Title,Justification
"Vacancies exacerbated the board’s issues. This year, it disagreed over how to replace three departing directors: Reid Hoffman, the LinkedIn founder and a Microsoft board member; Shivon Zilis, director of operations at Neuralink, a company started by Mr. Musk to implant computer chips in people’s brains; and Will Hurd, a former Republican congressman from Texas.",Named Person Sources,Reid Hoffman,LinkedIn Founder and Microsoft Board Member,the LinkedIn founder and a Microsoft board member
"Vacancies exacerbated the board’s issues. This year, it disagreed over how to replace three departing directors: Reid Hoffman, the LinkedIn founder and a Microsoft board member; Shivon Zilis, director of operations at Neuralink, a company started by Mr. Musk to implant computer chips in people’s brains; and Will Hurd, a former Republican congressman from Texas.",Named Person Sources,Shivon Zilis,Director of Operations,"director of operations at Neuralink, a company started by Mr. Musk to implant computer chips in people’s brains"
"Vacancies exacerbated the board’s issues. This year, it disagreed over how to replace three departing directors: Reid Hoffman, the LinkedIn founder and a Microsoft board member; Shivon Zilis, director of operations at Neuralink, a company started by Mr. Musk to implant computer chips in people’s brains; and Will Hurd, a former Republican congressman from Texas.",Named Person Sources,Will Hurd,Former Republican Congressman,a former Republican congressman from Texas
"During the call, Jason Kwon, OpenAI’s chief strategy officer, said the board was endangering the future of the company by pushing out Mr. Altman. This, he said, violated the members’ responsibilities.",Named Person Sources,Jason Kwon,Chief Strategy Officer,OpenAI’s chief strategy officer
"Ms. Toner disagreed. The board’s mission was to ensure that the company creates artificial intelligence that “benefits all of humanity,” and if the company was destroyed, she said, that could be consistent with its mission.",Named Person Sources,Helen Toner,Board Member and Director of Strategy,disagreed
"In the board’s view, OpenAI would be stronger without Mr. Altman.",Named Person Sources,Helen Toner,Board Member and Director of Strategy,In the board’s view
"On Sunday, Mr. Sutskever was urged at OpenAI’s office to reverse course by Mr. Brockman’s wife, Anna, according to two people familiar with the exchange.",Named Person Sources,Anna,,Mr. Brockman’s wife
"Hours later, he signed a letter with other employees that demanded the independent directors resign.",Named Person Sources,Ilya Sutskever,Board Member,signed a letter with other employees that demanded the independent directors resign
"At 5:15 a.m. on Monday, he posted on X, formerly Twitter, that “I deeply regret my participation in the board’s actions.”",Named Person Sources,Ilya Sutskever,Board Member,"posted on X, formerly Twitter"
"Mr. Altman complained that the research paper seemed to criticize OpenAI’s efforts to keep its A.I. technologies safe while praising the approach taken by Anthropic, a company that has become OpenAI’s biggest rival, according to an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times.",Document Sources,,,an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times
"Senior OpenAI leaders, including Mr. Sutskever, who is deeply concerned that A.I. could one day destroy humanity, later discussed whether Ms. Toner should be removed, a person involved in the conversations said.",Anonymous Sources,,,a person involved in the conversations
"But shortly after those discussions, Mr. Sutskever did the unexpected: He sided with board members to oust Mr. Altman, according to two people familiar with the board’s deliberations.",Anonymous Sources,,,two people familiar with the board’s deliberations
"That scientist and other researchers went to the board to try to push Mr. Altman out. After they failed, they gave up and departed, according to three people familiar with the attempt to push Mr. Altman out.",Anonymous Sources,,,three people familiar with the attempt to push Mr. Altman out
"After vetting four candidates for one position, the remaining directors couldn’t agree on who should fill it, said the two people familiar with the board’s deliberations.",Anonymous Sources,,,the two people familiar with the board’s deliberations
"Hours after Mr. Altman was ousted, OpenAI executives confronted the remaining board members during a video call, according to three people who were on the call.",Anonymous Sources,,,three people who were on the call
"On Sunday, Mr. Sutskever was urged at OpenAI’s office to reverse course by Mr. Brockman’s wife, Anna, according to two people familiar with the exchange.",Anonymous Sources,,,two people familiar with the exchange
