No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
11,"Around 1970, the median home value in the U.S. was about $20,000. In California, it was roughly $23,000, and in the Bay Area it was higher still — reaching $28,000 in San Francisco, according to the U.S. Census.",Named Organization,U.S. Census,,,
12,"By 2024, the census found, the median home value in the city was around $1.4 million, compared to less than $400,000 nationally.",Named Organization,U.S. Census,,,
13,"""Why is our housing more expensive than anywhere in the country? It's because we are richer than anywhere in the country, on average,"" Walker said.",Named Person,Richard Walker,professor emeritus of geography at UC Berkeley,,an expert on California history
14,"He doesn’t think his kids would be able to buy their own homes now due to the high prices and property taxes, which he said are exacerbated by investors who buy and sell historic buildings in the area in hopes of redeveloping them and cashing in on the neighborhood’s cachet.",Named Person,Richard Kogura,owner of his family's Japanese gift shop,,"Richard Kogura's family has operated the Japanese gift and home goods store, now near the corner of Jackson and North Sixth streets, since his grandfather Kohei Kogura started the company in 1928."
15,"This chart shows Bay Area tech salaries compared to workers employed in nursing, teaching and retail sales, as well as what workers in those industries earn in other metropolitan areas. “Tech” means people employed in computer and mathematical occupations, as defined by the U.S. Census Bureau.",Named Organization,U.S Census Bureau,,,
16,"Erika McEntarfer, the former head of the U.S. Bureau of Labor Statistics and a research scholar at SIEPR, said that while tech wages have long dwarfed those of other professions like nurses, teachers and retail or sales workers, a tech boom in the years following the great financial crisis of 2008 pushed compensation in that industry even higher, with direct impacts on housing.",Named Person,Erika McEntarfer,research scholar at SIEPR,,former head of the U.S. Bureau of Labor Statistics
17,"""You can see it in the housing price statistics. You can see it in income data. The Bay Area starts to have housing prices that increase faster than other cities, right as the tech boom is taking off and incomes are also going way up,"" McEntarfer said.",Named Person,Erika McEntarfer,research scholar at SIEPR,,former head of the U.S. Bureau of Labor Statistics
18,"The latest U.S. Census data shows median Bay Area tech worker income hovering a little above $180,000 annually in 2024, compared with just over $120,000 for nurses, while teachers and sales workers earned less than half of that.",Named Organization,U.S. Census,,,
19,"Rachel Massaro, vice president of Joint Venture Silicon Valley, a think tank that studies the region, said inequality is ""escalating exponentially"" in the area.",Named Person,Rachel Massaro,vice president of Joint Venture Silicon Valley,,a think tank that studies the region
20,"What high earners are able to pay for a good or service affects what people will charge, Massaro said, which impacts everyone. Tech workers are willing and able to pay more for everyday essentials, from housing to child care, influencing costs for the whole region and exacerbating historic imbalances.",Named Person,Rachel Massaro,vice president of Joint Venture Silicon Valley,,a think tank that studies the region
21,"This year's Silicon Valley Index, an annual snapshot of the region published by the nonprofit, highlighted that investment income — such as dividends from stock portfolios and earnings from rental properties — is ""overwhelmingly concentrated among higher-income households,"" bringing in $200,000 or more each year. For households earning less than that, ""investment income is nearly absent,"" the report said.",Named Organization,Joint Venture Silicon Valley,,nonprofit,
22,"Those investments, Massaro said, can generate much more income than wages alone. In practice, those assets for tech workers can feel like bonuses, making it easier to snap up a rental property or to upgrade to a bigger home, ""things that might seem out of reach for a lot of other people in our region,"" Massaro said.",Named Person,Rachel Massaro,vice president of Joint Venture Silicon Valley,,a think tank that studies the region
23,"""A lot of people across the country talk about the wealth gap in terms of the top 1%. But in Silicon Valley, the concentration goes way beyond that. It's the top 0.001% alone that holds 18% of all of our liquid wealth,"" Massaro said. ""And the top 1% hold roughly a third. So things are different here, particularly because of billionaire liquid wealth.""",Named Person,Rachel Massaro,vice president of Joint Venture Silicon Valley,,a think tank that studies the region
24,"""Between 2012 and the pandemic, prices in the Bay Area increased faster than other metros and the nation at large,"" researchers at SIEPR said.",Named Organization,Stanford Institute for Economic Policy Research,,,
25,"""One way to think of this is that if you make $100,000 in San Francisco, the purchasing power it gives you relative to living in Houston is $85,000,"" McEntarfer said. ""And relative to living in Birmingham, Alabama, that money would go [as far as] $110,000.""",Named Person,Erika McEntarfer,research scholar at SIEPR,,former head of the U.S. Bureau of Labor Statistics
26,"McEntarfer said economists sometimes compare housing stock to lasagna, where layers accommodate the different circumstances people experience in their lives and careers.",Named Person,Erika McEntarfer,research scholar at SIEPR,,former head of the U.S. Bureau of Labor Statistics
27,"""It definitely transfers the burden of paying for all of the expensive services that we have to pay for in communities to the younger up-and-coming working families,"" said Kelly Snider, a developer and professor in the Department of Urban and Regional Planning at San José State University.",Named Person,Kelly Snider,developer and professor in the Department of Urban and Regional Planning at San José State University,,
28,"The upshot, McEntarfer said, is that in the Bay Area, ""even relatively well-off working professionals like the nurses, educators, people with good middle-class jobs, they can't afford to buy a house anymore, so they're renting.""",Named Person,Erika McEntarfer,research scholar at SIEPR,,former head of the U.S. Bureau of Labor Statistics
29,"Average rental rates in the San José and San Francisco metro areas hover around $3,000 a month for apartments, and about $4,200 a month for single-family homes, the Silicon Valley index reported.",Named Organization,Joint Venture Silicon Valley,,nonprofit,
30,"Chiaramonte said people of his generation could buy a home ""even with a regular type of job where you didn't have to have a special education or special talents,"" but Fernandez said he ""couldn't do that in my lifetime.""",Named Person,Louis Chiaramonte,proprietor of Chiaramonte's Deli & Sausages,,"He's the grand-nephew of Louis Chiaramonte, the 81-year-old proprietor of Chiaramonte's Deli & Sausages in San José's Northside neighborhood, which has operated for 118 years."
31,"Chiaramonte said people of his generation could buy a home ""even with a regular type of job where you didn't have to have a special education or special talents,"" but Fernandez said he ""couldn't do that in my lifetime.""",Named Person,A.J. Fernandez,,,"The 34-year-old, who works crafting the deli's housemade Italian sausage sandwiches, rents a room in a family-owned home with his grandmother."
32,"The 34-year-old, who works crafting the deli's housemade Italian sausage sandwiches, rents a room in a family-owned home with his grandmother. ""They charge me very modestly, and even then, it's hard to live in the Bay Area,"" he said.",Named Person,A.J. Fernandez,,,"The 34-year-old, who works crafting the deli's housemade Italian sausage sandwiches, rents a room in a family-owned home with his grandmother."
33,"""There's this huge crunch in terms of how expensive it is to just simply have a roof over your head,"" said Stasia Hansen, the research and policy director for East Bay Alliance for a Sustainable Economy, a nonprofit that advocates for economic, racial, and social justice.",Named Person,Stasia Hansen,research and policy director for East Bay Alliance for a Sustainable Economy,,"a nonprofit that advocates for economic, racial, and social justice"
34,"Hansen said that when the pinch of increasing housing costs pushes people farther from the region's major job centers, it disconnects them from their families and communities and adds to their transportation costs as commutes increase.",Named Person,Stasia Hansen,research and policy director for East Bay Alliance for a Sustainable Economy,,"a nonprofit that advocates for economic, racial, and social justice"
35,"Moving from bigger cities like Oakland to smaller burbs in Contra Costa and Solano counties also means tenants often give up renter protections, she said.",Named Person,Stasia Hansen,research and policy director for East Bay Alliance for a Sustainable Economy,,"a nonprofit that advocates for economic, racial, and social justice"
36,"In the Bay Area in 2019, just under 9% of regional workers identified as supercommuters, according to U.S. Census data, nearly double the national rate at the time.",Named Organization,U.S. Census,,,
37,"The pandemic-driven remote work wave ""took the edge off of the number of supercommuters in the Bay Area,"" McEntarfer said, but the percentage of these commuters in the region in 2024 was still well above the national average.",Named Person,Erika McEntarfer,research scholar at SIEPR,,former head of the U.S. Bureau of Labor Statistics
38,"Black workers have historically been underrepresented in tech and other white-collar sectors, Hansen said. They are also more likely, according to the index, to be paid less even when they do hold the same degrees and jobs.",Named Person,Stasia Hansen,research and policy director for East Bay Alliance for a Sustainable Economy,,"a nonprofit that advocates for economic, racial, and social justice"
39,"About half of Black workers in the East Bay were considered rent burdened, meaning they paid more than 30% of their income toward rent, according to an October report from UC Berkeley's Labor Center. More than four in every 10 Latino workers were rent-burdened, compared to about a third of white renters.",Named Organization,UC Berkeley's Labor Center,,,
40,Kassandra Gutierrez said the financial strain of trying to stay in the Bay Area has taken a huge toll on her emotional wellbeing. She works full-time and is a single parent to a 4-year-old.,Named Person,Kassandra Gutierrez,case worker at a mental health care agency in Oakland,,"Gutierrez, 24, is a case worker at a mental health care agency in Oakland, where she serves up to 30 clients at a time. Despite living in an affordable apartment complex in Richmond, she worries she could face eviction because she's struggling to pay a recent $250 increase in rent."
41,"""I've been trying to see if I can get a second job just to make sure I can maintain a roof over my son's head. It's very mentally frustrating, mentally draining,"" she said.",Named Person,Kassandra Gutierrez,case worker at a mental health care agency in Oakland,,"Gutierrez, 24, is a case worker at a mental health care agency in Oakland, where she serves up to 30 clients at a time. Despite living in an affordable apartment complex in Richmond, she worries she could face eviction because she's struggling to pay a recent $250 increase in rent."
42,"Raised in Oakland, she said, ""everything was easier"" when she was younger, and it's been painful to see the costs of daily life spiking.",Named Person,Kassandra Gutierrez,case worker at a mental health care agency in Oakland,,"Gutierrez, 24, is a case worker at a mental health care agency in Oakland, where she serves up to 30 clients at a time. Despite living in an affordable apartment complex in Richmond, she worries she could face eviction because she's struggling to pay a recent $250 increase in rent."
43,"""When I first started driving, gas was like $2.50, so filling up [my car] wasn't such an issue. Just seeing that increase in gas, seeing an increase in groceries, just buying a pack of strawberries is already almost 10 bucks, or a gallon of milk is six bucks,"" she said. ""It's such a fast increase that no one can really catch up.""",Named Person,Kassandra Gutierrez,case worker at a mental health care agency in Oakland,,"Gutierrez, 24, is a case worker at a mental health care agency in Oakland, where she serves up to 30 clients at a time. Despite living in an affordable apartment complex in Richmond, she worries she could face eviction because she's struggling to pay a recent $250 increase in rent."
44,"""What comes next? Well, nothing. It'll just be more of the same unless you get a mass popular movement and significant political change. We need to reclaim our state and reclaim our country from the rich,"" Walker said.",Named Person,Richard Walker,professor emeritus of geography at UC Berkeley,,an expert on California history
45,"He suggested everything from higher taxes on the wealthy and corporations, to stricter AI regulation and more subsidized housing like the public housing projects of the New Deal era that helped house the burgeoning workforce of the Bay Area after WWI.",Named Person,Richard Walker,professor emeritus of geography at UC Berkeley,,an expert on California history
46,"""It's really easy to see why the area is in high demand,"" she said. ""There is great weather, natural beauty and a lot of jobs. There are very few places in the U.S. that are blessed with all three of those things.""",Named Person,Erika McEntarfer,research scholar at SIEPR,,"former head of the U.S. Bureau of Labor Statistics; McEntarfer, who moved from Washington, D.C., to the Bay Area in the fall and lived in accessory dwelling units before finding an apartment, said she loves the region."
47,"""Silicon Valley, San Francisco — they've created an enormous number of jobs, but they haven't built enough housing to house all of those workers. And it's pushing up prices, it's pushing people to take very long commutes to try and find some affordable housing,"" she said. ""Consistently, what you hear on the East Coast about San Francisco and the Bay Area is that it's lovely but it's unaffordable.""",Named Person,Erika McEntarfer,research scholar at SIEPR,,"former head of the U.S. Bureau of Labor Statistics; McEntarfer, who moved from Washington, D.C., to the Bay Area in the fall and lived in accessory dwelling units before finding an apartment, said she loves the region."
48,"""Our people know each other, and it's a real small community,"" he said. ""But we're losing that, and it's almost inevitable.""",Named Person,Richard Kogura,owner of his family's Japanese gift shop,,"Richard Kogura's family has operated the Japanese gift and home goods store, now near the corner of Jackson and North Sixth streets, since his grandfather Kohei Kogura started the company in 1928."
