No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
37,"A geologist at the time noted that in Texas, “dazzling white [cotton fields] create rather a painful sensation in the eyes.”",Unnamed Person,,geologist,,geologist from mid-1800s
38,"Texans initially resisted the construction of prisons, but as attitudes changed just before the Civil War, the potential for slave labor figured in. ""If a profit of several thousand dollars can be made on the labor of twenty slaves,"" posited the Telegraph and Texas Register, ""why may not a similar profit be made on the labor of twenty convicts?""",Named Organization,Telegraph and Texas Register,,,
39,"Instead, the state leased nearly 200 prisoners to operate the sugar mill for a 15-year period, says Angela Villarreal, curator at the Lake Jackson Historical Museum.",Named Person,Angela Villarreal,curator at the Lake Jackson Historical Museum,,
40,"In many ways, she said, conditions for workers got worse. ""The company leasing prisoners did not have to pay to replace them,"" Villarreal said. ""They did not care about their health or the harsh working conditions they had to endure. If a prisoner became ill, or worse, died, they were easily replaced.""",Named Person,Angela Villarreal,curator at the Lake Jackson Historical Museum,,
41,"In 1978, a national corrections expert described Texas' prison farms as ""probably the best example of slavery remaining in the country.""",Unnamed Person,,national corrections expert,,
42,"""Nowhere else in turn-of-the-millennium America could one witness gangs of African American men filling cotton sacks under the watchful eyes of armed whites on horseback,"" Perkinson wrote in his book, Texas Tough, published in 2010. ""Plantation prisons at Sugar Land, Huntsville, and elsewhere have preserved the lifeways of slavery in carceral amber.""",Named Person,Robert Perkinson,professor,,professor Robert Perkinson was witnessing a prison farm in Texas for the first time
43,"Twenty years after his release from prison, Hockley finds himself thinking about certain guards who, at this point, have “done more time than me.”",Named Person,Robert Hockley,,formerly incarcerated,"As a teenager, Hockley picked cotton here by hand, filling a bag slung to his chest."
44,"From inmates, the Chronicle heard descriptions of guards fainting from the heat and leaving their jobs, and how the resulting short staffing causes even more trying conditions for prisoners who can't leave.",Unnamed Group of People,,,inmates,
45,"As we drove on an unobstructed road around Ramsey prison – also built on a plantation – a guard stopped us. ""You can get shot for driving around the unit. We've got guns in all these towers.""",Unnamed Person,,guard,,
46,"""No telling how much time she's done in that prison,"" he said. ""This place exists because of the condition that is created that makes this place happen. She has been stuck there. I did eight years. I came home, I found my way. I have a family, I have a business. I am far away from that prison. I'd tell them, listen: the difference between me and y'all [guards] is that I'm gonna leave one time. All I need to do is walk out the gate once. Y'all walk out and come back up here every day thinking you're getting ahead. Because you exchange your time for money, you are under that impression.",Named Person,Robert Hockley,,formerly incarcerated,"As a teenager, Hockley picked cotton here by hand, filling a bag slung to his chest."
47,"""This place doesn't serve you or me, in no shape, way, or form. It victimizes everybody.""",Named Person,Robert Hockley,,formerly incarcerated,"As a teenager, Hockley picked cotton here by hand, filling a bag slung to his chest."
