No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
13,"“He just kept repeatedly punching me all over,” she remembers, voice strong but still emotional more than 30 years later. “He started kicking me and I saw a knife in his tennis shoe. And it scared me so bad that I just stopped resisting. And he threw me on the bed and raped me.”",Named Person,Dee Farmer,,transgender woman,
14,"“A prison official’s ‘deliberate indifference’ to a substantial risk of serious harm to an inmate violates the Eighth Amendment,” wrote Justice David Souter in the court’s opinion.",Named Person,David Souter,Justice,,
15,"Activists like Dee Farmer are still fighting to institute national and state-level policies that would require a facility to house transgender, nonbinary or intersex people in the facilities where they feel safest, which would often mean according to their gender identity.",Named Person,Dee Farmer,,transgender woman,
16,"“They should not feel that they have to settle for being assaulted or violence or being harassed or being abused,” she tells CNN. “Make it known that this is what is happening. Let your voice be heard.”",Named Person,Dee Farmer,,transgender woman,
17,"According to the NTCE’s last national US Transgender Survey conducted in 2015, the rate of incarceration for transgender people was double that of the nation-wide rate of incarceration, and about 10 times higher for Black transgender women.",Named Organization,NCTE,,,
18,"In many states, being transgender in public can lead to an arrest under so-called “Walking While Trans” laws: anti-loitering codes officially used to target sex workers, which in practice target primarily trans women of color regardless of whether they are sex workers, advocates say.",Unnamed Group of People,,,advocates,
19,"“I was certainly profiled” as a transgender woman on the street, says activist and transgender woman Bamby Salcedo. “It was always a thing. I would always be stopped for just walking to get groceries from the store.”",Named Person,Bamby Salcedo,,"activist, transgender woman",
20,"Salcedo says she was first incarcerated at age 19, shortly after she began her transition process, and spent the next 14 years in and out of prison and jail for a variety of drug charges and petty theft charges, which she says primarily entailed shoplifting makeup and food.",Named Person,Bamby Salcedo,,"activist, transgender woman",
21,"“I never murdered anyone or anything like that,” Salcedo says. “Back in the ’80s there weren’t any services related to us. So anything we needed we got from the street, from our sisters. Participating in the street economy was the only way for us to live and survive.”",Named Person,Bamby Salcedo,,"activist, transgender woman",
22,"Salcedo says the “inhumane” and “disgraceful” treatment of trans women in custody often starts immediately upon the intake process, a sentiment echoed by Jones and others.",Named Person,Bamby Salcedo,,"activist, transgender woman",
23,"“We are told to get undressed in front of many men” including both corrections officers and other male prisoners, Salcedo describes, which “automatically creates this sense of fear for many of us and this sense… that it’s ok to sexually harass us and oftentimes sexually assault us.”",Named Person,Bamby Salcedo,,"activist, transgender woman",
24,"Jones similarly spent a lot of time on the street as a teen, after becoming homeless when she says her mother kicked her out of the house after coming out as gay.",Named Person,Jasmine Rose Jones,legal assistant at the Transgender Gender-Variant & Intersex Justice Project in San Francisco,transgender,
25,"“The streets were my best friend. That’s where I learned to become who I am today,” Jones says.",Named Person,Jasmine Rose Jones,legal assistant at the Transgender Gender-Variant & Intersex Justice Project in San Francisco,transgender,
26,"Once they are incarcerated, trans people are at significantly higher risk of violence. Trans prisoners are over nine times more likely than the prison average to be assaulted or abused by fellow prisoners, and over five times more likely to be assaulted or abused by facility staff, according to a national survey conducted by the National Center for Transgender Equality. According to the 2015 survey, within the year leading up to the survey, almost a quarter of transgender prisoners reported being physically assaulted by other people in custody or staff.",Named Organization,NCTE,,,
27,"Salcedo describes being raped in custody by a man who held a razor blade against her neck. On other occasions, she says she was beaten by other prisoners, including one time being beaten with a four-by-four piece of wood.",Named Person,Bamby Salcedo,,"activist, transgender woman",
28,"“Every single day I was at least verbally attacked. Every single day,” she remembers.",Named Person,Bamby Salcedo,,"activist, transgender woman",
29,Formerly incarcerated trans women say that abuse often comes at the hands of correctional officers.,Unnamed Group of People,,,Formerly incarcerated trans women,
30,"“They have this whole language they used toward the trans community,” Jones remembers. “They call us horrible names, they used to have us strip out in front of other inmates to embarrass us. They used to come and ransack our cells and take our make-up. They wouldn’t let us eat in chow halls if we were wearing any make-up at all.”",Named Person,Jasmine Rose Jones,legal assistant at the Transgender Gender-Variant & Intersex Justice Project in San Francisco,transgender,
31,Opponents of housing people in custody according to gender identity argue that men could falsely claim to be transgender so they are housed with women they can then assault.,Unnamed Group of People,,,Opponents,
32,"“There is no evidence whatsoever to support this argument of false claims. It simply doesn’t happen,” Heng-Lehtinen says. “There are criteria for determining that someone really is transgender… It’s not as simple as simply declaring that you are transgender.”",Named Person,Rodrigo Heng-Lehtinen,the incoming executive director of the National Center for Transgender Equality (NCTE),,
33,"However, formerly incarcerated trans women speaking to CNN shared that they would feel more comfortable being strip searched by guards who are women – standard practice in women’s facilities – and would feel safer with cellmates who are women.",Unnamed Group of People,,,formerly incarcerated trans women,
34,"In 2003, President George W. Bush signed the Prison Rape Elimination Act, or PREA, into law. It required the Department of Justice to develop federal rules for prisons and jails aimed at preventing and eliminating sexual assault and rape of prisoners. The DOJ issued those PREA Standards in 2012, which still stand today.",Named Person,George W. Bush,President,,
35,"Among them, the PREA Standards say that prison staff “must consider [housing assignments] on a case-by-case basis,” and not simply on the basis of a person’s “genital status.” The rules also say “serious consideration” should be given to an incarcerated person’s “own views regarding his or her own safety.”",Document,PREA Standards,,standards,
36,"In practice, activists say those standards rarely lead to trans women ever being incarcerated in a women’s facility, despite their requests to be housed as such.",Unnamed Group of People,,,activists,
37,"“We’ve heard from so many trans women that prison officials will ask them if they have a penis during intake,” says Richard Saenz, a senior attorney with Lambda Legal. “And that’s how they decide where they should be housed.”",Named Person,Richard Saenz,a senior attorney with Lambda Legal,,
38,"Saenz says Lambda Legal gets hundreds of letters and phone calls every year from trans people in prison who say they are being assaulted, abused and otherwise are unsafe in their housing situation specifically because they are transgender. .",Named Person,Richard Saenz,a senior attorney with Lambda Legal,,
39,"Part of the problem, activists say, is that there is a “patchwork” of federal and state regulations that is often “exploited to ignore the transgender person who is unsafe,” explains Heng-Lehtinen.",Unnamed Group of People,,,activists,
40,"Part of the problem, activists say, is that there is a “patchwork” of federal and state regulations that is often “exploited to ignore the transgender person who is unsafe,” explains Heng-Lehtinen.",Named Person,Rodrigo Heng-Lehtinen,the incoming executive director of the National Center for Transgender Equality (NCTE),,
41,"“[PREA is] still not enforced consistently enough,” Heng-Lehtinen says. “We need clearer and more detailed policy about exactly how to determine the housing assignment and it needs to be reevaluated periodically because circumstances change.”",Named Person,Rodrigo Heng-Lehtinen,the incoming executive director of the National Center for Transgender Equality (NCTE),,
42,"“Best practice would be for a trans person’s housing to be re-evaluated every year. And if that’s not going to happen, it should be revisited every five years.”",Named Person,Rodrigo Heng-Lehtinen,the incoming executive director of the National Center for Transgender Equality (NCTE),,
43,"This patchwork includes the federal government’s Transgender Offender Manual, which the Trump Administration revised in 2018 to roll back protections for trans people in custody. It required officials “use biological sex as the initial determination” for housing placement, but it did not define the term “biological sex” – a controversial term for which there is not one standard set of medical criteria.",Document,Transgender Offender Manual,,manual,
44,"“We do expect the Biden administration to update and fix the Transgender Offender Manual,” says Heng-Lehtinen, who says the NCTE has been working closely with the Biden administration and Department of Justice to make these changes.",Named Person,Rodrigo Heng-Lehtinen,the incoming executive director of the National Center for Transgender Equality (NCTE),,
45,"Salcedo is now the CEO and President of Los Angeles-based TransLatin@ Coalition, an organization dedicated to improving the conditions of trans people in America. She says revising the Transgender Offender Manual is a good start, but not enough.",Named Person,Bamby Salcedo,CEO and President of Los Angeles-based TransLatin@ Coalition,"activist, transgender woman",
46,"“More than that, it’s important that we understand the reasons why trans people are incarcerated: we are criminalized because of who we are. An alternative to that is to provide trans people with the resources and support that we need, rather than… having to resort to survival which gets us put in prison.”",Named Person,Bamby Salcedo,CEO and President of Los Angeles-based TransLatin@ Coalition,"activist, transgender woman",
47,"That includes SB 132 in California, which Governor Gavin Newsom signed into law in September of 2020, effective January 1.",Named Person,Gavin Newsom,Governor,,
48,"This law requires transgender, non-binary and intersex prisoners to be housed in “a correctional facility designated for men or women based on the individual’s preference,” according to the bill text. It also requires all carceral staff to address prisoners by their correct gender pronouns and to search prisoners in a way consistent with their gender identity.",Document,SB 132,,bill,
49,But activists say this law is also unevenly implemented.,Unnamed Group of People,,,activists,
50,"“Since I’ve been out, I’ve been hearing stories of trans people being assaulted …, being stripped out,” or strip searched, by male correctional officers says Jones, alleging that is happening because the trans women are still being housed in men’s facilities with officers who are men. “Even though SB 132 is now law, they are not implementing it right. They need to be held accountable for that. People are really under attack now.”",Named Person,Jasmine Rose Jones,legal assistant at the Transgender Gender-Variant & Intersex Justice Project in San Francisco,transgender,
51,"Jennifer Orthwein, a public interest attorney in California, and now a friend of Jones, filed a lawsuit on June 11 on behalf of a currently incarcerated trans woman, Syiaah Skylit, and the entire class of trans prisoners in similar situations in California.",Named Person,Jennifer Orthwein,a public interest attorney in California,,now a friend of Jones
52,"“As people have begun to assert their rights under SB 132, they have been met with severe retaliation, distressing delays, tactics intended to police their genders, dangerous rumors and misinformation, and systemic outing of transgender, nonbinary and intersex people,” Orthwein tells CNN.",Named Person,Jennifer Orthwein,a public interest attorney in California,,now a friend of Jones
53,"The California Department of Corrections and Rehabilitation tells CNN, “CDCR has remained committed to providing a safe, humane, rehabilitative and secure environment for all transgender, non-binary, and intersex people housed in the state’s correctional facilities… All housing transfer requests are being reviewed by a multi-disciplinary team to include institution leadership, mental health professionals, and Prison Rape Elimination Act (PREA) Compliance Managers. We’ve also developed and provided specialized training to staff to ensure they are aware of laws and departmental policies and to give them the knowledge and tools they need when interacting with the incarcerated transgender community.”",Named Organization,California Department of Corrections and Rehabilitation,,,
54,"According to the court filing, “Defendants and the California Department of Corrections and Rehabilitation (“CDCR”) have repeatedly tortured, sexually assaulted, threatened, and pepper sprayed Plaintiff Syiaah Skylit, a 30-year-old Black transgender woman.”",Document,,,court filing,
55,Orthwein says Skylit has attempted suicide and gone on a hunger strike.,Named Person,Jennifer Orthwein,a public interest attorney in California,,now a friend of Jones
56,"On the day the lawsuit was filed and CNN requested comment, Skylit was informed that her transfer request was approved and she will be transferred within the next few days, according to Orthwein.",Named Person,Jennifer Orthwein,a public interest attorney in California,,now a friend of Jones
57,"“CDCR cannot comment on pending litigation, nor can we comment on a specific incarcerated person’s housing requests. But again, we take the health and safety of all those in our care very seriously and are ensuring thorough reviews are completed for each request.”",Named Organization,California Department of Corrections and Rehabilitation,,,
58,"According to CDCR, out of 1,277 incarcerated individuals that identify as transgender, non-binary or intersex, 272 have requested gender-based housing transfer requests. 265 are from people being housed at male institutions requesting to be transferred to female institutions and seven are from people being housed at female institutions requesting transfer to a male facility.",Named Organization,California Department of Corrections and Rehabilitation,,,
59,CDCR says that a total of 33 requests have been approved and 19 of those approved incarcerated people have already been transferred. They say the remaining 239 requests are “being evaluated.”,Named Organization,California Department of Corrections and Rehabilitation,,,
60,"While both lawsuits and policy efforts are underway to ameliorate the conditions for transgender, non-binary and intersex people behind bars, advocates say lives are at stake.",Unnamed Group of People,,,advocates,
61,"“The need is urgent,” Heng-Lehtinen says. “There are trans people behind bars right now suffering.”",Named Person,Rodrigo Heng-Lehtinen,the incoming executive director of the National Center for Transgender Equality (NCTE),,
62,"“We want people to understand that we are under no delusion that this bill will make prisons safe for anyone, including gender variant people,” Orthwein says. “We just hope that this bill makes it possible for transgender, nonbinary and intersex people to survive prison with as much of their mental and bodily integrity intact as possible.”",Named Person,Jennifer Orthwein,a public interest attorney in California,,now a friend of Jones
