No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
33,"Citizens have been protesting the Chinese-developed iron ore mining in the region to be moved through the port, arguing that the companies violate labor and environmental laws and do not benefit the residents.",Unnamed Group of People,,,Citizens,
34,Denis Nkwebo of the Journalist's Syndicate alleges a gentlemen's agreement between the private media owners and the government agencies in charge of regulating state subvention that fuels the level of corruption.,Named Person,Nkwebo Denis,National President of the Cameroon Journalists Trade Union,,
35,“The media owners go to the administration at the social insurance and the taxation department and bribe the officials there to get the documents they will provide to the commission at the Ministry of Communication. It’s a matter of corruption even at the ministry; some officials will subsidize some of these media owners for a kickback.”,Named Person,Nkwebo Denis,National President of the Cameroon Journalists Trade Union,,
36,"Nkwebo continued to note that the journalists’ union is not represented in the commission that provides subventions. “The opacity surrounding state subvention of the press indicates a gentlemen’s agreement between the government and the private media owners. While some media owners are critical of the government, many support the government and particular ministers and directors in the cabinet, especially those in the communication and the taxation systems.”",Named Person,Nkwebo Denis,National President of the Cameroon Journalists Trade Union,,
37,"He noted that even when some publishers receive this subvention, sometimes ranging from two to three million FCFA, (about 3636USD to 5455 USD) they do not pay their staff or equip them adequately to carry out their job well.",Named Person,Nkwebo Denis,National President of the Cameroon Journalists Trade Union,,
38,"Mr. Ngankang Kisito, Director of Private Media Communication at the Ministry of Communication disputes such allegations. “When a publisher presents a file to us, we cross-check with those at the Taxation and NSIF to ensure that the file is up to date and has the exact information they have at their levels. We have a working committee with whom we cross-check the files submitted to our various offices.”",Named Person,Ngankang Kisito,Director of Private Media Communication at the Ministry of Communication,,
39,"“As to the claim that some publishers benefit from the subvention when they shouldn’t, I can assure you that the Ministry of Communication is stringent on the process of checking the files submitted to us. We have a solid working collaboration with the NSIF and the Taxation,” said Kisito.",Named Person,Ngankang Kisito,Director of Private Media Communication at the Ministry of Communication,,
40,"According to the Comittee to Protect Journalists, six journalists were jailed in Cameroon in 2021, ranking Cameroon among the top five jailers of journalists in Africa.",Named Organization,Committee to Protect Journalists,,,
41,"Another journalist, Wawa Jackson Nfor, was in prison in Nkambe for 33 months without trial. He tells us he had several unfounded charges and claims levied against him. Jackson tells Unbias The News, ""I was manhandled, threatened, tortured and starved for several months.""",Named Person,Wawa Jackson Nfor,,journalist,
42,"Before going to jail, Jackson worked for a media house that used to pay him less than FCFA 25,000 and had not paid him for several months. He had no contract with his employer.",Named Person,Wawa Jackson Nfor,,journalist,
43,"Mbomda Djomeni Casimir, a labour inspector and Regional Chief of Brigade in charge of Labor Inspection with the Ministry of Labour and Social Security, explains that journalists, like all other workers in Cameroon, are covered under the labour laws in Cameroon.",Named Person,Mbomda Djomeni Casimir,a labour inspector and Regional Chief of Brigade in charge of Labor Inspection with the Ministry of Labour and Social Security,,
44,"""It is unfortunate that despite journalists' deplorable working conditions, especially those of the private media, we hardly receive complaints from journalists.""",Named Person,Mbomda Djomeni Casimir,a labour inspector and Regional Chief of Brigade in charge of Labor Inspection with the Ministry of Labour and Social Security,,
45,"“The labour code in Cameroon stipulates that each worker in an enterprise must have a written contract. Though contracts can be verbal, we always encourage workers to insist on being given a written contract.” Once a worker is engaged in an establishment for three months, they are entitled to a written agreement. Copies of such agreements are supposed to be sent to the labour inspectorate so that it can be established if the employer considers all labour regulations.",Named Person,Mbomda Djomeni Casimir,a labour inspector and Regional Chief of Brigade in charge of Labor Inspection with the Ministry of Labour and Social Security,,
46,"Casimir advised workers who are scared of denouncing their employers openly to do so anonymously. This would cause the labour inspector to investigate their working conditions and use legal instruments to force employers to regularize the requirements of their workers. This provides hope for journalists like Mohamed Auwal*, who fears retribution for coming forward.",Named Person,Mbomda Djomeni Casimir,a labour inspector and Regional Chief of Brigade in charge of Labor Inspection with the Ministry of Labour and Social Security,,
