No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
26,"Soo uses a power solar grid that holds 4,000 watts with eight batteries, and a diesel generator for extra power to charge residents’ devices and two community refrigerators at night. Diesel is much less flammable than gasoline.",Named Person,Derrick Soo,leader of the Rangers community,,
27,"These tools can make a difference, especially when it’s cold. During the pandemic, fire incidents surged in winter, when temperatures dropped. Oakland averaged about 70 fires per month from November 2020 to March 2021, compared with 58 a year earlier. In 2021, fires continued to climb, spiking to 99 in March –– the highest monthly incident rate in the last three years.",Named Organization,Oakland Fire Department,,,
28,"The numbers are likely an underestimate, as Oakland Fire Department reports showed only encampment fires, not trash fires, vehicle fires, or other types of fires connected to unhoused residents.",Named Organization,Oakland Fire Department,,,
29,"Camp residents have identified several affordable tools and other alternatives for safe heating, like a portable propane heater that turns off when tipped over, or a diesel air heater. Soo heats his home with a turkey air fryer running on a small propane tank that can last him a month, but it costs him a whopping 60% more than a year ago.",Named Person,Derrick Soo,leader of the Rangers community,,
30,"Soo used to pay $15 for a 20-pound refill. Now he pays $24. The coronavirus pandemic increased demand for outdoor activities and recreational camping, and portable propane tanks were also often out of stock. Other options when propane is not available and money is tight are bottles filled with hot water or heated stones, according to Mitchell.",Named Person,Kyle Mitchell,lawyer,friend,
31,"Soo has experimented with fire retardant paint on fabric and plywood surfaces. But even with these modifications, tents are not very resistant to any of the elements.",Named Person,Derrick Soo,leader of the Rangers community,,
32,"“Typically, here on this street, tents last about two months because of the wind,” said Soo. “Wind just tears them up. Tents don’t hold very well even when you put tarps on them.”",Named Person,Derrick Soo,leader of the Rangers community,,
33,"Because of tents’ minimal weather protection and lack of security, Soo is designing Conestoga huts for the Rangers. These tiny homes, which look like the back of a covered wagon, will be built on a platform and have electricity, hot water, windows, showers and a mini kitchen. Each home has a water tank and infrared water heater. The rounded roof/wall uses plastic for waterproofing and tar paper for fire resistance under a heavy-duty tarp.",Named Person,Derrick Soo,leader of the Rangers community,,
34,"While these homes can be a solution to providing safe shelter, they are still temporary. Since 2016, Soo has been advocating for the sanctioning of his camp, and he also helps camp residents get connected to housing services. By March, the occupancy of the camp had dwindled down to half, and the city canceled their mobile shower service. But this has not defeated him, and Soo built a solar shower.",Named Person,Derrick Soo,leader of the Rangers community,,
35,"“Camps are a necessity because some folks have only known violent streets,” said Soo. “People don’t know a village community.”",Named Person,Derrick Soo,leader of the Rangers community,,
