No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
34,Three-quarters of policyholders in the sample were underinsured.,Unnamed Group of People,,researchers,,"After the 2021 Marshall Fire near Boulder, researchers at the University of Colorado at Boulder and the University of Wisconsin analyzed a dataset of nearly 5,000 homes that were destroyed or damaged. The researchers compared homeowners’ coverage limits against rebuild estimates from a construction pricing database. They then adjusted those estimates upward to reflect actual rebuild costs gathered from homeowners."
35,"Hopkinson, the head of 360Value, called the Marshall Fire the “perfect storm” in her interview with the Chronicle. She blamed the widespread underinsurance on rising construction costs in 2020 and 2021 spurred by the COVID-19 pandemic, on top of demand surge.",Named Person,Trish Hopkinson,Head of 360Value,,
36,"Nine in 10 homeowners in their dataset had bought extended replacement coverage, which is designed to counter demand surge. Nonetheless, the vast majority of these homeowners were underinsured following the fire. And even in early 2021, before construction costs soared, the researchers found three-quarters of the homeowners had estimates that were too low to rebuild.",Unnamed Group of People,,researchers,,researchers at the University of Colorado at Boulder and the University of Wisconsin
37,"Tony Cookson, a co-author of the study, said his team looked into the role of 360Value and other algorithms in underinsurance, but didn’t explore it in depth.",Named Person,Tony Cookson,,,a co-author of the study
38,"“Basically, all these products produce numbers that are too low,” Cookson said. “There is a pretty systematic bias.”",Named Person,Tony Cookson,,,a co-author of the study
39,"To gain a competitive edge against Marshall & Swift/Boeckh’s then-leading estimator, Verisk advertised the tool’s access to a massive database of “real- world claims,” which the company said would enable 360Value to “improve property valuation” across the industry.",Named Organization,Verisk,,insurance analytics firm,
40,"Today, Verisk advertises it as “the most widely used reconstruction cost estimator in the United States.”",Named Organization,Verisk,,insurance analytics firm,360Value was soon performing more than a million valuations a month.
41,"It takes no specialized training to use 360Value, according to its training materials.",Document,,,training materials,
42,"Verisk says 360Value can prefill data for every home in the U.S., using “advanced algorithms” to identify the most reliable information. When details are missing, like the number of stories or foundation type, Verisk uses “sophisticated modeling” to make an educated guess, drawing on information such as the home’s location.",Named Organization,Verisk,,insurance analytics firm,
43,"But in practice, the Chronicle found, 360Value regularly falters at one or more points. Many of its data sources have underlying problems.",Named Organization,The Chronicle,,,
44,"Publicly, Verisk promotes its prefill data as “reliable” and a means to help “insurers overcome the barriers to gathering accurate information.”",Named Organization,Verisk,,insurance analytics firm,
45,"The company told the Chronicle such studies exist, but refused to provide them, saying they are proprietary.",Named Organization,Verisk,,insurance analytics firm,Yet Verisk has never published an in-depth study on the reliability of its prefill or pricing data.
46,The company acknowledged in the memo that agents rarely altered 360Value’s prefilled data.,Document,,,memo,A 2019 memo that Verisk prepared for Farmers
47,"A 2019 memo that Verisk prepared for Farmers, reviewed by the Chronicle, detailed findings from its analysis of 360Value’s performance on nearly 213,000 destroyed homes across the U.S. and Canada.",Document,,,memo,A 2019 memo that Verisk prepared for Farmers
48,"In the same document, Verisk warned Farmers that its prefilled data produced “greater variance” for houses valued at $640,000 or more.",Document,,,memo,A 2019 memo that Verisk prepared for Farmers
49,"That would include many homes in California: At the time, the average home in California was valued at over $540,000, according to Zillow.",Named Organization,Zillow,,,
50,"Asked about this document, a Verisk spokesperson said that 360Value had since improved. She said that, because the report was from 2019 and part of a “client conversation,” it would be “misleading” to highlight in this story without more context. She did not provide additional context.",Named Organization,Verisk,,insurance analytics firm,
51,"An astrobiology researcher at NASA, Kubo was hardly an expert in building homes. But the number felt like “a joke,” he recalled. So he asked his agent to rerun the estimate. This time, the agent came back with $535,000.",Named Person,Mike Kubo,,,"Kubo, the Bonny Doon homeowner, was given three rebuild estimates after he bought his home in 2016. At first, his State Farm agent recommended a policy with $475,000 in coverage for the family’s 2,500-square-foot home built in the 1970s — $190 per square foot."
52,"The number still felt low to Kubo, who called his agent again: “Are you sure you don’t want to bring somebody out here to inspect the house?” he remembers asking. The agent declined, assuring him that the amount he’d quoted would be plenty, Kubo said.",Named Person,Mike Kubo,,,the Bonny Doon homeowner
53,"“It was good to go over these items,” Kubo emailed the agent afterward, “and to be reassured that, for the most part, our coverages are adequate.”",Named Person,Mike Kubo,,,the Bonny Doon homeowner
54,"To pay the construction costs his State Farm policy wouldn’t, Kubo said, he and his wife took out a million-dollar mortgage and drained their savings. Kubo, 48, believes they will be in debt until at least their 70s.",Named Person,Mike Kubo,,,the Bonny Doon homeowner
55,"“We’re in for another 30 years of mortgage,” he said. “It’s going to set back our ability to retire. And we are the lucky ones.”",Named Person,Mike Kubo,,,the Bonny Doon homeowner
56,"Kubo doesn’t recall receiving his 360Value estimate when he bought his policy, or even being told it existed.",Named Person,Mike Kubo,,,the Bonny Doon homeowner
57,"The report estimated his replacement cost at $902,000 — over half a million dollars less than what he’d actually paid to build it.",Document,,,report,"However, at the Chronicle’s request, Kubo obtained a copy of the 360Value report for his newly built home, generated by his current State Farm agent last July."
58,"Kubo found that this newer report was riddled with errors, including misstating the home’s square footage and fireplace type.",Named Person,Mike Kubo,,,
59,"In a written statement, a spokesperson said, “State Farm agents can assist customers with estimating the replacement cost of their home when purchasing a policy” and during regular policy reviews.",Named Organization,State Farm,,,
60,"State Farm also argued it does not set coverage limits in any of the homeowner policies it writes. “The coverage chosen is ultimately the customer's choice,” the company said.",Named Organization,State Farm,,,
61,"Even when 360Value’s prefill information is accurate, or corrected by an agent, the pricing data it taps is often skewed, meaning its estimates will still lowball the current construction rates, building contractors and public adjusters across the state told the Chronicle.",Unnamed Group of People,,public adjusters,building contractors,
62,"Matt Everson, a contractor in Sonoma County who helped families rebuild after the 2017 Tubbs Fire, said that when he creates his own rebuild estimates for clients, they are typically 30 to 50% higher than 360Value’s. The tool’s labor prices are well below California’s sky-high rates",Named Person,Matt Everson,,,a contractor in Sonoma County who helped families rebuild after the 2017 Tubbs Fire
63,"Hopkinson, the 360Value head, said Verisk collects data from 50,000 providers of materials, equipment and labor, while surveying contractors across the country. It then combines that information with actual receipts from past claims.",Named Person,Trish Hopkinson,Head of 360Value,,
64,"“We’re trying to provide the most objective analysis of all these millions of data points that we look at on a monthly basis,” she said.",Named Person,Trish Hopkinson,Head of 360Value,,
65,"“We do not warrant the accuracy of pricing information in the price data,” it cautions, advising that its data is intended “for informational purposes only” and that it should only be used as a “baseline or place to begin creation of an estimate.”",Document,,,licensing agreement,"And yet, a provision buried in Verisk’s user licensing agreement makes clear the company does not guarantee reliable results."
66,"Insurance agents and industry representatives interviewed by the Chronicle said it’s true that homeowners can play a role in their own underinsurance. Many might choose a policy based on the lowest premium, without paying attention to the coverage limit, or not update their insurer about change they make to their home.",Unnamed Group of People,,insurance agents,industry representatives,Insurance agents and industry representatives interviewed by the Chronicle
67,"But even if a customer is less knowledgeable about their home’s details, a diligent agent should be able to control for that by asking additional questions and making sure all of the information is accurate, Ruth Stroup, a retired Farmers agent, told the Chronicle.",Named Person,Ruth Stroup,Retired Farmers Agent,,
68,"""All these systems have a garbage in, garbage out component to them,"" Stroup said. “The more accurate the information, the better the estimate.”",Named Person,Ruth Stroup,Retired Farmers Agent,,
69,"Few homeowners knowingly underinsure themselves, Bach said.",Named Person,Amy Bach,Executive Director of United Policyholders,,
70,"In fact, California insurance department reports show that, as of 2021, 90% of homeowners had paid for extended replacement cost coverage, the provision that provides extra coverage on top of policy limits.",Document,,,insurance department reports,California insurance department reports
71,"The documents provide a rare inside view of Farmers’ practices, showing the company knew for years that its use of 360Value led to underinsurance among wildfire victims and did little to fix the problem. Moreover, the company directed agents to use 360Value in ways that made estimates less accurate.",Document,,,documents,"But in one recent civil suit, Farmers missed a deadline to seal records. Thousands of pages quietly passed into the public record."
72,"The couple sued Farmers, seeking class-action status while accusing the company of deliberately underinsuring homes through “a systematic and pervasive ‘360Value scheme,’” according to court filings.",Document,,,court filings,"The case involved a couple who in November 2018 lost their home to the Woolsey Fire that tore through Agoura Hills, a tree-lined city bordering the Santa Monica Mountains in Los Angeles County."
73,"According to the records that emerged in the Woolsey Fire case, it didn’t take long for Farmers to encounter problems.",Document,,,records,records that emerged in the Woolsey Fire case
74,Vardaman’s team had noticed that 360Value’s reconstruction cost estimates were often significantly lower than quotes generated by another Verisk software program that Farmers’ adjusters used to estimate rebuild costs after a house had been destroyed.,Unnamed Group of People,,,risk management team,"In 2015, Jon Vardaman, a member of the company’s risk management team, shared a worrying report with colleagues."
75,"A big part of the problem, Vardaman’s report found, was that Farmers agents relied almost entirely on prefilled data for 360Value.",Document,,,report,"In 2015, Jon Vardaman, a member of the company’s risk management team, shared a worrying report with colleagues."
76,"The problems went further. Vardaman’s team found instances in which agents had deliberately manipulated the tool to lower homes’ quality grades,",Unnamed Group of People,,,risk management team,"In 2015, Jon Vardaman, a member of the company’s risk management team, shared a worrying report with colleagues."
77,which his colleague pointed out could be motivated by the “temptation ... to service their customer with a price that may be too low.”,Unnamed Person,,,colleague,
78,"“This will significantly reduce the time it takes to create an estimate,” the insurer’s internal directive read. “You are still required to confirm the accuracy of prefill and assumptive data with the customer and when you inspect the home.”",Document,,,internal directive,
79,"As of 2022, Farmers agents were not generally required to conduct interior home inspections before issuing policies, and in most cases did not, records show.",Document,,,records,
80,"“Claims believes all but one are underinsured,” Cleveland wrote, referring to Farmers’ claims team, a group of experts who assess damage. “What should (we) do to prevent the problem in the future?” Inaccuracies continued to skew 360Value’s calculations, Cleveland wrote.",Document,,,internal email,"Two years after Vardaman issued his report, in March 2017, his colleague, Michael Cleveland, emailed Verisk a list of Farmers policyholders whose homes had been destroyed."
81,Vardaman and Cleveland emailed their team to say that the review — which they called the “360 total loss valuation project” — needed to stop.,Document,,,internal email,"Two years after Vardaman issued his report, in March 2017, his colleague, Michael Cleveland, emailed Verisk a list of Farmers policyholders whose homes had been destroyed."
82,"“Mike advised that recently there was some class action litigation around this subject, so he felt it best not to continue the discussion,” Vardaman wrote. Cleveland added that customer complaints had “start(ed) coming in” via state regulators.",Document,,,internal email,"Two years after Vardaman issued his report, in March 2017, his colleague, Michael Cleveland, emailed Verisk a list of Farmers policyholders whose homes had been destroyed."
83,"“We don’t want to do any independent reviews,” he wrote, “until further notice.”",Document,,,internal email,"Two years after Vardaman issued his report, in March 2017, his colleague, Michael Cleveland, emailed Verisk a list of Farmers policyholders whose homes had been destroyed."
84,"“Hi Joel. We finally got the list of total losses that we would like you and the Xactware
team to look at. Claims believes all but one are underinsured”",Document,,,email exchange,"Email exchange between Farmers Insurance Group employees,"
85,"“Jon, CDI customer complaints starting coming in last week and corporate legal is coordinating with claims large loss and SAE on a review of some of the losses right now, so we don’t want to do any independent reviews (without legal request) until further notice.”",Document,,,email exchange,"Email exchange between Farmers Insurance Group employees,"
86,"In depositions, employees confirmed they rarely, if ever, filled out 360Value comprehensively.",Document,,,depositions,The documents from the Woolsey Fire survivors’ case contained other revelations about Farmers’ practices.
87,"“To do the 360 to a T, you'd have to be on the phone with the insured for four hours,” said Ari Berman, the plaintiff’s insurance agent, in a deposition. “No one's going to sit on the phone that long to do a proposal with you.”",Document,,,deposition,The documents from the Woolsey Fire survivors’ case contained other revelations about Farmers’ practices.
88,"In fact, Farmers leadership long encouraged agents to rely almost entirely on unverified prefill data, records show, and continually simplified the tool to make estimates faster and easier to produce.",Document,,,records,
89,"Soon after adopting 360Value for “main street” homes, Farmers hid 82 out of 100 data categories from agents when they ran estimates, leaving the agents unable to check those fields, employee depositions show.",Document,,,employee depositions,
90,"No other insurer had locked fields before, according to Verisk.",Named Organization,Verisk,,insurance analytics firm,
91,"Though Farmers knew its use of the tool was causing customers to be underinsured, the company did not disclose that to agents, court records show.",Document,,,court records,
92,"In 2019, Hopkinson, the 360Value head, provided a memo to Farmers suggesting ways it could “increase the speed of calculating a replacement cost,” including by directing its agents to rely exclusively on prefilled data for middling-quality or “common” homes.",Document,,,memo,"Hopkinson, the 360Value head, provided a memo to Farmers"
93,"Such a change, she acknowledged, would have to include “an acceptance of a lower reliability of the replacement cost value.” The memo, also made public in the Woolsey Fire survivors’ lawsuit, continued: “Assuming a lower level of accuracy of the characteristics when not confirmed or corrected by homeowner information, Farmers can calculate using just an address.”",Document,,,memo,
94,"“What are you doing? You need to get out of there,” a friend said once they’d picked up.",Unnamed Person,,,friend,
95,"The Salazars don’t remember their agent ever mentioning an algorithm, or showing them an estimate — only that the agent asked a few basic questions about the home’s square footage and the year it was built.",Named Person,Linda and Richard Salazar,,,
96,"“We are not knowledgeable in insurance or how policies should work,” Richard said. “We just wanted to make sure the house was insured. We put our confidence and faith in what the insurance agent told us. We agreed and we signed, and that was it.”",Named Person,Linda and Richard Salazar,,,"When the Salazars moved to Grizzly Flats two decades earlier, they thought they’d found heaven: a cozy cabin-style house with enough garage space for their motorcycles, a refuge from the chaos of their younger lives, and, later on, a quiet place to raise Anaya."
97,"“We do inform customers that we use an estimating program and advise customers to review and verify the estimate — including confirming the characteristics of their home,” the company said in a prepared statement. “In the end, it is customers who choose whether to accept or decline the offer of coverage.”",Named Organization,Farmers,,,
98,"“The availability and affordability crisis have really distracted us from fighting to eradicate underinsurance,” she said.",Named Person,Amy Bach,Executive Director of United Policyholders,,
99,"If another fire comes, Kubo said, he will stay behind, guarding his home with a hose and sprinklers. Many of his neighbors plan to do the same. “We can’t afford to have another loss like this,” he said.",Named Person,Mike Kubo,,,the Bonny Doon homeowner
