No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
12,"Instead, they nestled a futon mattress and every comforter they owned near the fireplace, and slept in a pile until 3 a.m. when the couple noticed the fire was dying down. In desperation, Blake pulled a piece of canvas artwork off the wall of their Portland home and snapped it. There was “no alternative” to keep the heat going, she said.",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
13,"It was the “most helpless feeling as a mom” watching her 4-year-old and 7-year-old sons sleep, “blissfully unaware” of what their parents were doing, Blake said.",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
14,"“The bare minimum is providing them with shelter and warmth and food — that’s our bare minimum job” as parents, she said, growing emotional.“It was just heartbreaking to know that … these boys were going … to wake up freezing, that they were going to wake up cold, I would have broken every belonging that belonged to me to prevent that from happening.”",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
15,"In East Texas, Lisa Blevins worried the freezing temperatures could hurt her 41-year-old daughter, who has an auto-immune disease that makes her susceptible to becoming severely ill. Blevins, 58, said she couldn’t take her daughter anywhere if she got ill; they don’t want to risk her being infected with the coronavirus.",Named Person,Lisa Blevins,,,
16,"Blevins’ household — including her husband, daughter, teenage stepdaughter and the stepdaughter’s friend — piled into a family car last night along with one of the family’s three dogs and two cats for a respite from the cold. But they returned to the house and covered themselves with blankets after a few hours, to avoid keeping the car going too long and running out of gas.",Named Person,Lisa Blevins,,,
17,"“I didn’t even have a clue that there was a chance our electric could go off,” said Blevins, who blames state leadership for the “poor planning.”",Named Person,Lisa Blevins,,,
18,"“You could have had a generator, you could have thought to do those things. Those things just don’t happen in Texas, so no one is prepared for it.”",Named Person,Lisa Blevins,,,
19,"Meanwhile, her 34-year-old son huddled his son and wife in front of the gas fireplace to weather the freezing temperatures. His wife has started to get symptoms of a cold.",Named Person,Lisa Blevins,,,
20,"Ashlynn Hoffner, in Richardson, called emergency responders around 4:30 a.m. as her partner’s oxygen machine ran low on battery.",Named Person,Ashlynn Hoffner,,,in Richardson
21,"The machine, which must be charged every few hours, kicked into a backup mode after the power at Ashlynn Hoffner’s apartment went down earlier this week. She called the power company, was placed on a lengthy hold and later called 911.",Named Person,Ashlynn Hoffner,,,in Richardson
22,"After guiding two first responders through the darkened apartment with flashlights, Ashlynn Hoffner helped load her partner onto a wheelchair. They were taken to a nearby hospital, and then to a dialysis center where the machine was charged.",Named Person,Ashlynn Hoffner,,,in Richardson
23,"Ashlynn Hoffner picked KD Hoffner, 31, up from the center and the couple went to a friend’s house where they were greeted with heating, spicy pasta and power strips.",Named Person,Ashlynn Hoffner,,,in Richardson
24,"“I am angry about the whole thing,” KD Hoffner said in a text message. The blackouts happened “in the middle of a snowstorm” without “any thought to how it would affect disabled people (nothing new there). We’re also going to have to throw out food because our fridge hasn’t been on for 2 days. I am lucky to have my partner and my friends. Not everyone is that lucky.”",Named Person,KD Hoffner,,,
25,The couple will drive to Plano tomorrow so KD Hoffner can get dialysis needed for chronic kidney and heart issues.,Named Person,KD Hoffner,,,
26,"“Nobody had anything for us really,” Ashlynn Hoffner said of the government’s response. “So we ended up having to fend for ourselves, which was really frustrating.”",Named Person,Ashlynn Hoffner,,,in Richardson
27,Many faulted the government for not warning them power could be out for days while the state was swept by freezing temperatures.,Unnamed Group of People,,,,
28,"Blake, the mother of the 4-year-old and 7-year-old sons, said the past few days have been a “white knuckle, hang-on-tight” ordeal.",Named Person,Brianna Blake,,mother,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
29,"“Fear” was the only word that could describe what the family was feeling, she said in a written message.",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
30,"“My husband and I are fearful that we may endure another night with no power and we’ve run out of options,” she wrote. “When I was in school I remember talking about the Great Depression and seeing a picture of people burning money to stay warm in our history books. At this point I wish I had the $400 on average I spend a month on my [electricity] bill to burn. At least I would be able to keep my children warm.”",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
31,"On Tuesday, the family tried to get gas, but found snaking lines outside two stations. At one Valero they pulled up to around 10 a.m., they neared the front of the queue only to watch a woman place a plastic bag over the pump and say “we’re out,” Blake said.",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
32,"Blake said the local community has pulled together in what has felt like an absence of communication from officials, who initially warned of rolling blackouts lasting just an hour or so at a time.",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
33,"“This was poorly managed,” she said. “It was clarifying, to be honest with you, because now we know when things hit the fan, we’re in it alone.”",Named Person,Brianna Blake,,,"Blake’s family moved to Texas from Ohio this summer after her husband was laid off due to the pandemic, and a tornado hit their home, destroying nearly “everything.”"
34,"Other Texas residents said they felt relatively lucky to have a roof over their heads and food to eat, even if they were freezing without heat or electricity.",Unnamed Group of People,,,residents,
35,"Sarra Rushing said she and her family lost power in Channelview at 4 a.m. Tuesday and did not have it back by afternoon. They have sufficient food and water, but limited heat — the only reliable source of heat is their gas stove, but it’s too risky to leave it on, she said.",Named Person,Sarra Rushing,,,
36,"Besides an aunt, who is legally blind and lives alone, Rushing isn’t as worried for her family as she is for those who don’t have similar resources. The local government could have done a better job preparing residents for the storm, she said.",Named Person,Sarra Rushing,,,
37,"“Everyone knows that some sort of natural disaster is bound to happen every couple of years, and yet every hurricane, flood and falling of snow somehow puts more Texans in terrible circumstances,” Rushing told The Tribune in written messages.",Named Person,Sarra Rushing,,,
38,"Sergio Tristan said the power went out in his Austin neighborhood in the early hours of Monday. Though his family had prepared by buying food and covering pipes, they were expecting minimal power outages — not the 38 hours without electricity he and other residents had experienced by Tuesday evening. He said his family has recharged its phones in their car every 25 minutes.",Named Person,Sergio Tristan,,,
39,"After almost four days of bad weather, Tristan said the novelty of icy weather has begun to wear off, and now the biggest concern is warmth. He said his two small kids, aged seven and two, are wearing three layers of clothes, and the family is trying to move to stay warm while buckled down in one room.",Named Person,Sergio Tristan,,,
40,"“I can literally see my breath in my house now. We’ve got to be in the 40s inside my house, easily,” Tristan said.",Named Person,Sergio Tristan,,,
41,"“But we’re the lucky ones, right?” he added. “We’re lucky we have a home to be inside, we have some food that we prepped a little bit. I think there’s just a whole community of people who are not being serviced properly.”",Named Person,Sergio Tristan,,,
