No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
42,"“More than 76% of PPP loans provided through PayPal were for $25,000 or less while nearly 40% were for $10,000 or less,” Joseph Gallo, a company spokesman, said in a statement. “PayPal strives to help the smallest of small businesses.”",Named Person,Joseph Gallo,PayPal spokesman,,
43,"Square said it denied Wolfpack because the documentation “did not meet requirements.” The company said it sent an email to that effect, but the Browns say they never received it. They didn’t try to follow up on the status of that application — or apply elsewhere — because they thought PayPal had approved them.",Named Organization,Square,,,
44,"Square said it denied Wolfpack because the documentation “did not meet requirements.” The company said it sent an email to that effect, but the Browns say they never received it. They didn’t try to follow up on the status of that application — or apply elsewhere — because they thought PayPal had approved them.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
45,"Square said it denied Wolfpack because the documentation “did not meet requirements.” The company said it sent an email to that effect, but the Browns say they never received it. They didn’t try to follow up on the status of that application — or apply elsewhere — because they thought PayPal had approved them.",Named Person,Katie Brown,,,
46,"From the Browns’ perspective, the PPP was opaque and confounding. They had no HR staff or outside experts to turn to for advice. Like the owners of many very small businesses, they had to go it alone.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
47,"From the Browns’ perspective, the PPP was opaque and confounding. They had no HR staff or outside experts to turn to for advice. Like the owners of many very small businesses, they had to go it alone.",Named Person,Katie Brown,,,
48,"The number of active business owners rebounded in later months, said Rob Fairlie, an economics professor at the University of California, Santa Cruz, who analyzed federal survey figures. But the pandemic isn’t done with small firms yet.",Named Person,Rob Fairlie,"economics professor at the University of California, Santa Cruz",,who analyzed federal survey figures
49,"“I’m really nervous we’re going to have a big shakeout and it’s going to happen relatively soon,” Fairlie said. “We know the sales have been down … and that can’t go on forever.”",Named Person,Rob Fairlie,"economics professor at the University of California, Santa Cruz",,who analyzed federal survey figures
50,"CDC Small Business Finance, a nonprofit lender that focuses on underserved customers, reported demographics to the SBA for many of its 4,000 PPP recipients. Of those, 60% are businesses owned by people of color. The institution collaborated with groups, including Our Fair Share, that also wanted to ensure the program reached these firms.",Named Organization,CDC Small Business Finance,,nonprofit lender,
51,"“It didn’t come organically,” said Robert Villarreal, executive vice president at CDC Small Business Finance. “We had to go out and form these partnerships [with] organizations that really focus on communities of color, and they were able to provide us leads.”",Named Person,Robert Villarreal,executive vice president at CDC Small Business Finance,,
52,"Some of the lender’s PPP recipients tried national banks first and heard nothing back, Villarreal said.",Named Person,Robert Villarreal,executive vice president at CDC Small Business Finance,,
53,"“We heard that a lot: ‘I didn’t know that I could do this,’” Villarreal said.",Named Person,Robert Villarreal,executive vice president at CDC Small Business Finance,,
54,"“We were able to loan to a lot of rural areas and a lot of underserved areas,” said Logan Lambert, BOM’s assistant cashier. “Just to be able to help these people at a time when they didn’t know if, two weeks from now, their lights were going to be on, it was a very rewarding time for us.”",Named Person,Logan Lambert,BOM’s assistant cashier,,
55,"The top question Self-Help gets from its PPP borrowers is, “‘Can I apply for another one of these?’” said Tracy Ward, with the nonprofit. “They’re not going to be able to survive this without additional support.”",Named Person,Tracy Ward,,,
56,"Then there are businesses like Wolfpack Promotionals, which never got support. What’s worse: Because the Browns thought they’d been approved, they brought back two furloughed employees in May and had to furlough them again in July.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
57,"Then there are businesses like Wolfpack Promotionals, which never got support. What’s worse: Because the Browns thought they’d been approved, they brought back two furloughed employees in May and had to furlough them again in July.",Named Person,Katie Brown,,,
58,"Then both got COVID-19. They’re still recovering, trying to keep the shop going with orders they can scrounge together. Business is down 85% to 90%, maybe more, KB Brown estimated. He’s frustrated big companies that didn’t seem to need help got it anyway this year while some very small firms like his were left out.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
59,"“What we’re seeing is a wealth transfer,” he said.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
60,"If Congress restarts the PPP, Katie Brown thinks they would try again to get a loan. But the message from the first and second rounds seemed depressingly clear.",Named Person,Katie Brown,,,
61,"“We weren’t meant to get the money, basically,” she said.",Named Person,Katie Brown,,,
