No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
11,"""I mentioned multiple times that we were expecting a new child, and that I really needed to know if we were safe,"" Jones says. ""But they acted like we had nothing to worry about. We were moving around the [furniture in the] rooms, and they said, 'Keep moving everything.'""",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair."
12,"Displacement from Open Air Camp Road would have meant displacement from the Triangle—and the state, Jones says—and losing proximity to his daughter’s healthcare.",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair."
13,"""We felt like if we stuck our necks out there, they were just gonna kick us out before the [eviction] date,"" Jones says. ""That was a huge fear.""",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair.; Jones's wife was eight months pregnant, and the couple's other child, a teenage daughter, has a medical condition requiring regular treatment from specialists at Duke Hospital."
14,"He also had concerns around what it would mean to challenge a beloved local organization with a robust supporter base, which seemed more daunting than taking on a single, faceless landlord. But Jadelynn’s enthusiasm, and other tenants’ involvement, ultimately swayed him.",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair.; Jones's wife was eight months pregnant, and the couple's other child, a teenage daughter, has a medical condition requiring regular treatment from specialists at Duke Hospital."
15,"""The fact that we were able to come together as a group—that made me think we maybe had the power to get things changed,"" Jones says.",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair."
16,"""In the beginning, we all just talked to make sure everybody wanted the same results,"" Everett says. ""It was important for us to all be on the same page.""",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; Everett, who has lived on Open Air Camp Road with her daughters since early 2020"
17,"(Per the ERA, the timing of the meeting ""aligned well with our interest in getting together with the tenant families to hear directly from them and further our dialogue."")",Named Organization,Eno River Association,,land trust and conservation nonprofit,
18,"""We'd been out of sight, out of mind,"" Everett says. ""So we got in sight.""",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; Everett, who has lived on Open Air Camp Road with her daughters since early 2020"
19,"Several ERA board members also started advocating to the rest of the organization on tenants' behalf, Leslie says.",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
20,"The next month, after the News & Observer published a story and accompanying video detailing Everett’s fight against displacement as a single Black mother, the ERA almost immediately announced that it had ""tabled the sale of the homes"" to the state parks department. In the same announcement, the ERA apologized to tenants and stated that it had ""made mistakes throughout this process.""",Named Organization,Eno River Association,,land trust and conservation nonprofit,
21,"Everett, who prefaced her September fundraiser memo with the line “feeling too proud to ask and too embarrassed to let people in, I almost opted out of writing this letter today”—but who ultimately emerged as chief spokesperson of the ERTA—says speaking openly was a crucial skill that she honed over the months-long organizing effort.",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; ultimately emerged as chief spokesperson of the ERTA"
22,"""If you're ever faced with something like this, it'll be hard to be vulnerable with your community,"" she says. ""But for me, being vulnerable with my community has been one of the biggest and most beautiful experiences that I've ever had.""",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; ultimately emerged as chief spokesperson of the ERTA"
23,"""I was getting sick,"" says Everett. ""Physically sick, mentally sick—I couldn't handle it. The limbo was making me feel like I'm teeter-tottering on the edge of a bridge, not knowing if I'm gonna be down there with the sharks.""",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; ultimately emerged as chief spokesperson of the ERTA"
24,"Jones was also on the brink—""the uncertainty of everything made it feel like it would almost be better just to give up and figure out another situation,"" he says—but found solace in the growing list of petition signatures, which made him ""feel like we weren't wrong for pushing for what we felt was right.""",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair."
25,"Everett ultimately turned to God for guidance, she says, and received a message: This house is yours; stop looking. She complied.",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; ultimately emerged as chief spokesperson of the ERTA"
26,"For the mediator role, the ERTA recommended Manju Rajendran, a conflict transformation facilitator. Rajendran's ""liberatory lens"" was crucial, Leslie says, noting that a legal-oriented mediator likely would not have acknowledged all the harms done to tenants.",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
27,"""This whole fight was about ethics, not legality, so we had to have facilitators who understood that major part of the struggle,"" Leslie says.",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
28,"Tenants were still in limbo after the first meeting. But at the next, Leslie says the ERA came prepared to make decisions. Soon after, in early May, the ERTA emailed petition supporters with major news: its second meeting with the ERA was ""indeed transformative"" and had ""led to a breakthrough agreement setting them on a path to meet our core demands.""",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
29,"Everett—whose previous dwelling was an apartment where she and her daughters all slept in a single room, doubled up on mattresses on the floor—can now stay in her ""place of peace,"" she says.",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; ultimately emerged as chief spokesperson of the ERTA"
30,"Jones, a longtime trailrunner, is excited that his family will continue to have access to Eno River State Park. His eight-month-old will grow up hiking and fishing, just like his older daughter did. His wife plans to build a garden.",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades, and before that, he spent several years in a different house on Open Air Camp Road that was torn down when it fell into disrepair."
31,"""We feel very linked to this land,"" he says.",Named Person,Graham Jones,,tenant,"Jones has lived in ERA-owned properties for his entire adult life. He's occupied his current rental for nearly two decades; Jones, a longtime trailrunner, is excited that his family will continue to have access to Eno River State Park."
32,The ERA is also a preservation-focused organization with a mission statement that says its work “is mostly necessary due to colonial practices and an economic system of land use and ownership” that have “dispossessed many peoples of color.”,Named Organization,Eno River Association,,land trust and conservation nonprofit,
33,"“We need homeowner allies to understand that they, too, benefit from stable communities. Everyone wins from decommodifying housing and making sure it’s prioritized for human needs,” Leslie says, “and not for profit.”",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
