No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
66,The gym never housed more than 10 patients at a time because a decision was made to assign nearly all available doctors and nurses to the two area hospitals.,Named Person,Sanjay Choudhrie,incident commander at the gym,,
67,"“From the get-go, our problem was a shortage of medical staff,” Choudhrie said.",Named Person,Sanjay Choudhrie,incident commander at the gym,,
68,Doctors said they provided the best care they could.,Unnamed Group of People,,Doctors,,
69,"And over 1,000 COVID-19-positive outpatients have been quarantined at area hotels and motels since March, where they’ve received both complex physical and mental health care, according to Dr. Jennie Wei and Dr. Mia Lozada of Gallup Indian Medical Center.",Named Person,Jennie Wei,doctor at Gallup Indian Medical Center,,
70,"And over 1,000 COVID-19-positive outpatients have been quarantined at area hotels and motels since March, where they’ve received both complex physical and mental health care, according to Dr. Jennie Wei and Dr. Mia Lozada of Gallup Indian Medical Center.",Named Person,Mia Lozada,doctor at Gallup Indian Medical Center,,
71,"“I can't say we were perfectly ready, but we were building our system and learning as we went,” said Dr. Jonathan Iralu, the Indian Medical Center’s epidemiologist and chief clinical consultant for infectious diseases at Indian Health Service. “People did an amazing job. ... We were able to take on this huge public health threat. And I think it's inspired people.”",Named Person,Jonathan Iralu,the Indian Medical Center’s epidemiologist and chief clinical consultant for infectious diseases at Indian Health Service,,
72,Local officials said there has been talk of building a replacement medical center for two decades.,Unnamed Group of People,,Local officials,,
73,"Michael Weahkee, director of Indian Health Service and an enrolled member of the Zuni Tribe, described the Gallup hospital as a ""dilapidated infrastructure"" that is nearly five times older than the average non-Indian medical facility.",Named Person,Michael Weahkee,director of Indian Health Service,enrolled member of the Zuni Tribe,
74,"Weahkee said IHS funding levels are 49 percent of what would be equitable using national health expenditure data as a benchmark. Asked if the chronic underfunding of indigenous healthcare constitutes systemic racism, Weahkee replied, ""The federal government resources its priorities, and Indian healthcare has not been a priority.""",Named Person,Michael Weahkee,director of Indian Health Service,enrolled member of the Zuni Tribe,
75,"""We're doing the very best we can with resources provided to us,"" said Weahkee, who is married to a Dinè and was born in New Mexico just north of McKinley County.",Named Person,Michael Weahkee,director of Indian Health Service,enrolled member of the Zuni Tribe,who is married to a Dinè and was born in New Mexico just north of McKinley County
76,"Laura Hammit, director of infectious disease prevention with Johns Hopkins University’s Center for American Indian Health, said Indian Health Service and Navajo Nation employees were buying supplies with their own money, making PPE on days off and delivering provisions to tribal members in remote areas as the virus peaked in May.",Named Person,Laura Hammit,director of infectious disease prevention with Johns Hopkins University’s Center for American Indian Health,,
77,"""It is really unfair to chronicle their response as anything other than heroic,” said Hammit, who is based in Gallup and helped fight the Navajo Nation outbreak. “If we want to point a finger anywhere, it needs to be at the federal government.""",Named Person,Laura Hammit,director of infectious disease prevention with Johns Hopkins University’s Center for American Indian Health,,who is based in Gallup and helped fight the Navajo Nation outbreak
78,"Dr. Phillip Smith, 70, spent most of his career as a national Indian Health Service administrator before retiring to head Utah’s Monument Valley Health Clinic, which also got hit hard by COVID-19. He said Gallup Indian Medical Center has long lacked lab support, supplies, repairs and technology.",Named Person,Phillip Smith,"national Indian Health Service administrator, now head of Utah’s Monument Valley Health Clinic",,
79,"Smith, who is Diné, said his diabetic sister, Florence Dick, tested positive for COVID-19 while staying in a Gallup nursing home. The Indian Medical Center quarantined her in a motel until her condition deteriorated and she was sent to a hospital in Albuquerque, where she died within days.",Named Person,Phillip Smith,"national Indian Health Service administrator, now head of Utah’s Monument Valley Health Clinic",Diné,
80,"“We grew up together,” Smith said softly, recounting her death.",Named Person,Phillip Smith,"national Indian Health Service administrator, now head of Utah’s Monument Valley Health Clinic",Diné,
81,"The Navajo elder lay in his hospital deathbed and stared at the phone. About 20 members of his family lined up outside their hogan, a traditional dwelling, to pay respects through the screen.",Named Person,Kris Pikaart,Hospital chaplain,,
82,"When the last relative had said goodbye, the man died.",Named Person,Kris Pikaart,Hospital chaplain,,
83,"It was a “miracle moment,” said Pikaart, the chaplain at Rehoboth McKinley Christian Hospital who arranged the call.",Named Person,Kris Pikaart,Hospital chaplain,,
84,"For six months, Pikaart has been surrounded by critical illness and death.",Named Person,Kris Pikaart,Hospital chaplain,,
85,"High-flow oxygen pumps made it difficult to hear feeble patients even when they shouted. Pikaart knew she should stay 6 feet away to protect herself, but she couldn’t resist leaning in two inches away from patients’ faces to catch their final words.",Named Person,Kris Pikaart,Hospital chaplain,,
86,"“It was the only way I could hear them,” she said. “And they have things to say.”",Named Person,Kris Pikaart,Hospital chaplain,,
87,"As she helped patients and families, others on the Rehoboth McKinley hospital staff were overwhelmed by the patient surge, according to Dr. Rajiv Patel, who supervised the hospital’s eight-bed intensive care unit.",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
88,"Patel said 17 nurses were laid off in March before the outbreak, leaving a staff short on experience to deal with the pandemic.",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
89,"The hospital has about 520 employees, according to David Conejo, the medical center’s former chief executive.",Named Person,David Conejo,the medical center’s former chief executive,,
90,"One night in early May, a ventilator alarm went off during the graveyard shift. The staff, unfamiliar with the device, couldn’t figure out what was wrong, Patel said. When Patel arrived the next morning, he said he discovered the patient’s tracheal tube had shifted and wasn’t delivering oxygen into the lungs.",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
91,"The tube was reinserted. Two days later, the alarm problem recurred – and so did the confusion.",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
92,"“That’s when I decided we had to transfer people out. For this to happen twice was just unacceptable,” Patel said. “We were kind of in over our heads.”",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
93,The ICU was mostly shut down. All but one patient in the unit were flown to hospitals in Albuquerque.,Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
94,"The man with ventilator woes remained, too ill for travel.",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
95,"Given the patient’s precarious health, Patel said it is unclear whether flawed medical care contributed to his demise, “but it didn’t help.”",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
96,"A “statement of deficiencies” report by the Centers for Medicare and Medicaid Services, obtained by USA TODAY, describes repeated problems with a “maladjusted” ventilator tube that slipped out of the patient’s windpipe “rendering it useless for hours. The patient died in the following days.”",Named Organization,Centers for Medicare and Medicaid Services,,,
97,"Patel, whose wife is Diné, resigned citing safety concerns.",Named Person,Rajiv Patel,supervised the hospital’s eight-bed intensive care unit,,
98,"Other employees cast a no-confidence vote against Conejo, who was subsequently fired, according to court records.",Document,,,court records,
99,"Ina Burmeister, a Rehoboth McKinley spokesperson, said 15 contract nurses were laid off after the CDC recommended hospitals delay elective surgeries and other non-essential procedures because of the outbreak. Burmeister did not respond to questions about the patient’s death or Conejo’s dismissal, but she said under new management “we have strengthened internal controls and implemented new administrative policies to ensure the clinical quality.”",Named Person,Ina Burmeister,a Rehoboth McKinley spokesperson,,
100,"In a federal lawsuit against the hospital and some employees challenging his firing, Conejo alleges the Rehoboth McKinley board directed the nurse layoffs, and he blamed subordinates, including Patel, for accepting an overload of COVID-19 patients from the detox center.",Named Person,David Conejo,the medical center’s former chief executive,,In a federal lawsuit against the hospital and some employees challenging his firing
101,"In an interview, Conejo reiterated those points and portrayed himself as the victim of a “mutiny” by self-interested employees.",Named Person,David Conejo,the medical center’s former chief executive,,
102,"Medical officials got no clarity from federal authorities as the pandemic arrived in Gallup in March, Conejo said. Training was offered at a command center, he said, but after the session was over an instructor told him, “You realize I’m making all this up, don’t you?”",Named Person,David Conejo,the medical center’s former chief executive,,
103,"Conejo said about 20 key hospital employees got infected, were quarantined or quit, which compounded the staffing crisis.",Named Person,David Conejo,the medical center’s former chief executive,,
104,"At that point, Conejo said, he became the fall guy: “As soon as the shit hits the fan, everybody says, ‘The CEO did it.’ ”",Named Person,David Conejo,the medical center’s former chief executive,,
105,Many tribal members said these stories predicted COVID-19.,Unnamed Group of People,,,tribal members,
106,"As for community leaders like Chatto, he said he knew better than to wait for federal relief.",Named Person,Randy Chatto,,,
107,"“We said, ‘We have to start helping our people,’” Chatto said. “Time is crucial and lives are at stake.""",Named Person,Randy Chatto,,,
108,"Ira Vandever, incident commander for Baca-Prewitt Chapter of the Navajo Nation, said it was the community response – not government relief – that saved lives.",Named Person,Ira Vandever,incident commander for Baca-Prewitt Chapter of the Navajo Nation,,
109,"“That’s just resiliency – that’s just a reaction of our own culture to get through this,” he said. “We’ve been dealing with diseases and (injustice) since 1492, when Columbus came. And we’re still here.”",Named Person,Ira Vandever,incident commander for Baca-Prewitt Chapter of the Navajo Nation,,
110,"Diné activists like Dr. Crystal Lee, CEO and founder of United Natives, a nonprofit aimed at supporting Native American youth, stress the power of turning to the community for culturally competent answers while recognizing the need that persists.",Named Person,Crystal Lee,CEO and founder of United Natives,"activist, Diné",a nonprofit aimed at supporting Native American youth
111,"“A lot of our solutions are within ourselves, within our communities,” said Lee, pointing, for example, to an intertribal quarantine site United Natives co-created as part of COVID-19 relief. “But what if we have the knowledge without any resources?""",Named Person,Crystal Lee,CEO and founder of United Natives,"activist, Diné",a nonprofit aimed at supporting Native American youth
112,"Gary Morsch, an emergency doctor from Olathe, Kansas, recognized the pandemic threat early and founded a nonprofit known as COVID Care Force. After bringing volunteer medical workers to New York City in early April, the former Army physician shifted to Gallup and Shiprock later in the month. Morsch said his teams filled in for doctors and nurses at Gallup Indian Medical Center who were sick or quarantined, helped remaining staffers who were exhausted and monitored patients in motels and nursing homes.",Named Person,Gary Morsch,"an emergency doctor from Olathe, Kansas; founder of COVID Care Force; former Army physician",,
113,"“It was tough – busy, busy, busy,” Morsch said, referring to conditions at the Indian Medical Center. “Every room was full.”",Named Person,Gary Morsch,"an emergency doctor from Olathe, Kansas; founder of COVID Care Force; former Army physician",,
114,"As money and resources arrived, the Navajo Nation and New Mexico adopted get-tough policies to enforce lockdowns and pandemic protections. Gallup was locked down May 1, with roads leading into town closed and nonessential businesses shuttered for 10 days. In the first two weeks of May, Navajo police issued nearly 500 citations to curfew violators, according to The Arizona Republic.",Named Organization,Arizona Republic,,,
115,"“Our health care system on the Navajo Nation cannot handle another large surge in cases,” Nez said in an Oct. 3 news release.",Named Person,Jonathan Nez,president of the Navajo Nation,,
116,"After Melvina Musket’s parents died, it wasn’t easy for family members to arrange a double funeral. There were so many deaths in McKinley County, the cemetery staff couldn’t immediately provide a date for the burial. As a safety precaution, there would be no service.",Named Person,Melvina Musket,,,
117,"“None of the people at the funeral home wanted to touch him,” Musket said of her father.",Named Person,Melvina Musket,,,
118,"When the time came, the family gathered at the Rehoboth Cemetery, a barren tableau of white crosses and sagebrush right outside Gallup. Only 10 mourners were allowed; other family and friends stood at the graveyard entrance, six feet apart and wearing masks.",Named Person,Melvina Musket,,,
119,"In Navajo culture, when someone dies, there is a long wake where people gather, tell stories, eat, pray and make donations. But in light of COVID-19, that wasn’t possible. Musket placed onto the casket a small Bible her grandmother had given to her parents when they wed. The casket was covered with earth. Flowers were heaped on top.",Named Person,Melvina Musket,,,
