No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
14,"The public got its first briefing on the new sweeps at a City Council meeting on May 5. The Austin Homeless Strategies and Operations Department said it was creating six teams to clean camps Monday through Friday, each consisting of two APD officers and several employees from Austin Resource Recovery. Three teams would clear out camps in parks, green spaces, and neighborhoods. Two more would clear camps near highways, bridges, and waterways. A sixth would thoroughly clean the areas where camps had been located. HSO emphasized that the city intends to prevent homeless people from returning to camps once they are cleared.",Named Organization,Austin Homeless Strategies and Operations Department,,,
15,"Before the briefing, three dozen homeless people and advocates spoke to Council, asking its members to pause the plan.",Unnamed Group of People,,,"homeless people, advocates",
16,"Jennifer Miller said that she had been unhoused for three years and had lost personal documents and medications in a pair of sweeps. “People just don’t understand,” Miller said. “We have to start over. And when we start over, it makes it complicated and real hard on us.”",Named Person,Jennifer Miller,,,
17,"Paul Tardie, a staffer at the Texas Harm Reduction Alliance, spoke about how the loss of IDs impacts homeless people. “Identification is needed to obtain housing, get other forms of ID, establish employment, receive food stamps, and get disability or retirement benefits,” he said. “A person is only allowed 10 Social Security cards and birth certificates in their lifetime, and the loss of identification can take time and money that some people don’t have.”",Named Person,Paul Tardie,a staffer at the Texas Harm Reduction Alliance,,
18,Speakers said the sweeps would have a disastrous effect on the health of homeless people.,Unnamed Group of People,,,Speakers,
19,"Loren Perkins, another THRA staffer, said they would “increase overdose deaths, disrupt medical access, and fracture networks people rely on to survive.”",Named Person,Loren Perkins,THRA staffer,,
20,"Others pointed out that homeless people suffer disproportionately from conditions like schizophrenia, diabetes, anxiety, depression, bipolar disorder, and COPD. They recounted instances in which medications were destroyed during sweeps, as well as family photos and heirlooms, the ashes of loved ones, tools used in day labor, and musical instruments.",Unnamed Group of People,,,,
21,"Again and again, the speakers asked Council why the city is expanding sweeps when it is well known that they have no beneficial effect on homelessness.",Unnamed Group of People,,,speakers,
22,"Matt Mollica, who works closely with city leaders as the executive director of the Ending Community Homelessness Coalition, praised Council for its work to expand access to housing. Still, he did not fail to emphasize the central point. “The data here is known to all,” Mollica said. “It’s obvious that encampment sweeps and raids do not end homelessness. In fact, they exacerbate it.”",Named Person,Matt Mollica,executive director of the Ending Community Homelessness Coalition,,
23,"After two hours of comment, HSO’s leader, David Gray, spoke about the sweeps. He said they are an effort to balance compassion with city and state laws that ban camping. He said the city’s cleanup crews are trained to never trash people’s medications and IDs; that police officers are included in the sweeps to keep the ARR staff and the homeless people safe; that HSO’s street outreach team would be on-site during sweeps to offer resources and support. He also presented a map showing the approximate locations of planned sweeps.",Named Person,David Gray,leader of HSO,,
24,"According to ECHO’s research from June 2025, nearly 4,000 people are living unsheltered in Austin.",Named Organization,ECHO,,,
25,"Siegel told Gray that the city only has one bed for every five people without homes. “So for those people who aren’t coming in, who don’t have a bed or program to take advantage of, it seems like we’re just making their lives worse – less safe, less supported, less dignified,” Siegel said.",Named Person,Mike Siegel,Council Member,,
26,"“As of today, we have approximately 45 open beds across the system, with an additional 30 beds that will be opening in the coming weeks,” Gray responded. The HSO director then made a surprising promise: “That’s also why I made the commitment that if somebody wants a shelter and a bed is not available that day, we will not deploy encampment cleanup.”",Named Person,David Gray,leader of HSO,,
27,"Officer Niedzielski confirmed that the camp was now deserted. He said one person had been there when the officers arrived and had been advised to leave, taking a backpack. He told us that he and his partner were only working in the area around the bridge and would not be going down the path along the tracks, because it wasn’t city property. He said he had been overseeing camp sweeps all week. “We really haven’t had any issues,” he said. “And if somebody needs resources we kind of steer them in the right direction.”",Named Person,Niedzielski,Officer,,
28,"Puma asked the officers if they remembered him. He said he’d spoken with them the day before, when the officers made a preparatory visit to the camp. He asked about the services the city says it promises to homeless people during sweeps.",Named Person,Puma,,homeless man,
29,"“Unfortunately, we don’t have that information for you,” Niedzielski said.",Named Person,Niedzielski,Officer,,
30,"The officer said he and his partner would be monitoring sweeps along the I-35 corridor for the rest of the day, starting at Cesar Chavez and working north.",Named Person,Niedzielski,Officer,,
31,"Puma told us that the people in the camp had scattered when the police arrived. He said the ARR workers had destroyed their possessions. “They ripped the tents up and some of the stuff was thrown down there to the bottom,” he said, gesturing toward the tracks. “I think that you can probably see right now from this side, you can see that there was actual tents that were thrown down right there. Instead of them picking it up, they went and threw it down.”",Named Person,Puma,,homeless man,
32,"“All they did was just take stuff,” Puma said bitterly. “I had lawn chairs thrown down. I had clothes, good clothes. They took the good clothes, and then they threw the rest. They just piled it up. That suitcase right there, brand-new, had good stuff in it. It all got thrown down there.",Named Person,Puma,,homeless man,
33,"“And then they still leave the place standing, so I can still come back. It’s like a harassment type of thing. It’s like, ‘Okay, we’re gonna wait till you gain more things and then we’re gonna come back and take the good things and have you leave.’ I’m tired of it. We can’t do it no more.”",Named Person,Puma,,homeless man,
34,"Puma said there had been no HSO outreach worker present during the sweep. He said the officer he spoke with had assured him that the city would offer resources but that, during the sweep, the message had been different. “I said, ‘Sir, you specifically told me that there was going to be some help. But now you have no answers for us.’ If you’re gonna throw us out and take our stuff, you should at least try to help us to get resources. What we want is, we want you guys to help us. Help us. I mean, somebody’s not getting together on this.”",Named Person,Puma,,homeless man,
35,"Puma said he didn’t think the city was serious about clearing the camp. “For the people that are struggling, they’re not really telling them to leave,” he said. “They’re basically just running them off till they get the stuff, and then they come back. Whenever they do this, it separates everybody for a little bit. But once they see that we’re not gone – because I tell them I’m not leaving, I’m still here – they’ll come back. They start all over again, little by little. A week goes by, and then they start rebuilding again.”",Named Person,Puma,,homeless man,
36,"As we walked between the camps, he told us that VOCAL-TX works to address four things: homelessness, the drug war, people impacted by HIV and AIDS, and mass incarceration. He said he ticked off all four boxes. He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s.",Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
37,"“You never know what it might take to become homeless,” Reyes said buoyantly, with no trace of bitterness. “I used to own my own company, I had 45 employees, I always gave money to the homeless. I said, ‘I’ll never be homeless.’ All it took was one bad relationship. And then, after that, I got diagnosed with cancer. So it was like I was going down, down, down. It got to the point that I gave up.”",Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
38,Mike-Mike said he knew.,Named Person,Mike-Mike,,,
39,"Reyes called ahead as we approached: “Hey, they’re about to sweep the camps.”",Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
40,Reyes spoke low and fast. “I want to make sure that everybody here knows what’s going on. They’re here to sweep the camps and take everything out.”,Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
41,He tested Reyes: “How y’all feel about APD?”,Unnamed Person,,,,
42,"Reyes talked about how the sweeps destroy people’s medication. He said it had happened to him. “They took my HIV medication and the mail-order company wouldn’t prescribe it again for 90 days. I was telling David Gray, ‘They will not prescribe it again.’ I know that – I went 90 days without my medication, and I called every doctor to see if they could refill it again. So what were they doing? They put my life in danger.”",Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
43,"One person remained at the site, a young man named Joey, who told us he had degrees in electrical and mechanical engineering. Joey said he’d been swept 10 times over the last six years. He said he lost his ID and other important items in the first sweeps, before realizing how fast they could unfold. He said he would fade to the periphery of the property during the sweep, and then return. He said he didn’t mind losing his possessions. “My mentality is everything out here belongs to the woods. I came with a backpack, I’ll leave with a backpack.”",Named Person,Joey,,,who told us he had degrees in electrical and mechanical engineering
44,"“These things are like money to them,” Ramirez said of the items collected by homeless people. “They’re like a savings account. They plan to sell these things.”",Named Person,JJ Ramirez,,member of VOCAL-TX,
45,"One of them told us the police officers would probably give the unhoused people 10 minutes to gather their things and leave. He said that representatives from the HSO street outreach team had arrived. “They’ll come out here, talk to them, and figure out who wants housing, because a lot of them refuse it,” the employee said. “We can’t touch nothing until HSO talks to them.”",Unnamed Person,,ARR worker,,
46,"As we did, a car drove up and two HSO employees emerged. We asked to speak with them. “No thanks,” one replied.",Unnamed Person,,HSO employee,,
47,"She said the police had threatened to arrest her if she went back for more belongings. “They need to be more courteous and allow people to get everything they can,” she said. “A lot of these people, just because they’re homeless, doesn’t mean they don’t have a job, that they don’t pay for their stuff. They pay for this stuff. And then the city comes in and destroys it. And that’s really not fair.”",Named Person,Brianna,,,
48,"Angel told us he worked the night shift at a nearby fast food restaurant. He said the HSO workers had offered the couple shelter at the Marshalling Yard. They were thinking about it, he said, even though the Marshalling Yard is an hour and a half by bus from his job. The larger concern was the fact that it is a congregate shelter, with rows of beds separated by gender, requiring couples to sleep apart.",Named Person,Angel,,,
49,"“We don’t like to be around a lot of people,” Jazz said quietly, almost inaudibly. “And they said there’s 300 people in there.”",Named Person,Jazz,,,
50,"Angel’s voice was also quiet. “I don’t want to be separated,” he said. “I need her beside me.”",Named Person,Angel,,,
51,"In his May 5 comments to City Council, after stating that sweeps worsen homelessness, Matt Mollica offered a vague explanation for the city’s new program, saying it is the result of “political realities.” “We understand budget shortfalls and we understand state and federal strategies,” Mollica said. “We know the pressure that this Council and community is under.”",Named Person,Matt Mollica,executive director of the Ending Community Homelessness Coalition,,
52,"“Every month, Austin 311 receives hundreds of calls related to homelessness and encampments,” Watson said. “Those concerns are real. And those calls are representative of many more people who don’t pick up the phone to call.”",Named Person,Kirk Watson,Mayor,,
53,"Watson pointed out that the city and state have each passed laws that ban camping in public, and that the city is obligated to enforce those laws. He said homelessness is one of the most complicated challenges the city faces. He reminded us that he created the HSO when he came into office to bring coordination and accountability to a homelessness response system that had been spread across different city departments. He mentioned the increased financial commitment the city has made to address the issue, an effort he has led. He said progress is happening.",Named Person,Kirk Watson,Mayor,,
54,"Then he returned to the sweeps, saying they are just one part of a complex strategy, one which includes constructing more housing and temporary shelter, providing behavioral health services, and funding programs to prevent people from losing their homes in the first place. He rejected an either/or framing of the services and the sweeps.",Named Person,Kirk Watson,Mayor,,
55,"“Some people act as though cleaning up encampments solves homelessness,” Watson said. “It doesn’t. Others act as though encampment management shouldn’t happen at all. That’s not realistic either. I know this approach won’t satisfy everyone. But I believe good policy requires more than choosing sides in a debate. It requires balancing multiple responsibilities at the same time.”",Named Person,Kirk Watson,Mayor,,
56,"Snehal Patel, an internal medicine physician who has treated homeless patients, told us the sweeps will “lead to a direct increase in worsening public health crises, including potential worsening of HIV transmission and hepatitis C transmission. It’s going to lead to subsequent increased emergency department hospital utilizations. It’s going to lead to larger complications for everybody that lives in Central Texas.”",Named Person,Snehal Patel,an internal medicine physician who has treated homeless patients,,
57,"Sasha Rose, an organizer with Austin Mutual Aid, said the sweeps will hurt her group’s ability to practice mutual aid and solidarity with unhoused community members. She said AMA is a grassroots mutual aid organization that relies on community support and grants to distribute essential survival supplies such as tents, blankets, clothing, food and water, and first aid kits. The sweeps force the group to re-purchase the needed items, she said, not just once but repeatedly. “How am I gonna find access to a thousand tents, a thousand blankets for all of these encampment sweeps that are gonna be going on over and over again?” Rose asked.",Named Person,Sasha Rose,,organizer,
58,"Lily Hughes, who works with the Texas Harm Reduction Alliance, agreed that the sweeps are a terrible waste of resources, saying, “The plan is akin to lighting a dumpster full of money on fire, as well as having really horrific human rights violations.” Hughes said the sweeps will almost certainly contribute to the deaths of homeless people. “All that is going to happen is people are going to be harmed,” she said. “I’ve seen this over the four years of outreach experience that I have, how this has failed every single time.”",Named Person,Lily Hughes,,,who works with the Texas Harm Reduction Alliance
59,"The advocates say they are disappointed in the community stakeholder meetings that HSO holds with service providers. These meetings, which we were told include approximately 30 different groups, are designed to increase communication and cooperation between HSO and the people who are in direct contact with the homeless community. But the advocates we spoke with said they feel HSO is not responding to their concerns and, in some cases, is not including them at all.",Unnamed Group of People,,,advocates,
60,"“There hasn’t been engagement at the table in sort of designing what these sweeps look like,” Patel said. “It’s been more like, ‘Here’s what we’re gonna do.’”",Named Person,Snehal Patel,an internal medicine physician who has treated homeless patients,,
61,"Hughes said she wants to be present during sweeps to directly help the homeless people who are being kicked out of their camps. But she said that HSO has been unwilling or unable to provide the locations of camps and when they were scheduled to be swept. “I directly asked how we can be there and was told by HSO leadership that we were basically not welcome,” Hughes said.",Named Person,Lily Hughes,,,who works with the Texas Harm Reduction Alliance
62,"Rose told us she feels betrayed by the city’s decision to include police in the sweeps. “We’ve repeatedly raised concerns about APD involvement in encampment sweeps and forced displacement and, I have to say, I feel like we’re ignored and dismissed,” she said.",Named Person,Sasha Rose,,organizer,
63,"Gray, in a written response to the Chronicle’s questions, echoed Watson in saying that the sweeps are just one part of the city’s approach to homelessness. Gray’s answers were thick with the official-ese that he speaks fluently, but buried in the bureaucratic words was an intimation of his moral center. “While the City is responsible for maintaining the safety, accessibility and usability of shared public spaces, Austin Homeless Strategies & Operations leads the Homeless Encampment Management Initiative to help ensure those efforts are carried out ethically, humanely, and in coordination with service providers and law enforcement partners,” Gray said. He added that the department will release the metrics associated with the sweeps – how many camps have been swept, how many people have been connected with shelter, how much the operation is costing taxpayers – in late June.",Named Person,David Gray,leader of HSO,,
64,"Betty was still sleeping, he said.",Named Person,Puma,,homeless man,
65,"Puma told us that after the officers left that day, he and Betty returned to their place. He said four or five of the people who had lived at the camp still visited at night, but left each morning, worried about the police. He said APD officers had come back to the camp three times, without the ARR workers. He said a pair of state troopers had come through four days earlier, harassing him and frightening Betty. He talked over and over about how the troopers had disrespected the couple, saying they had hate in their hearts, that people need to know what is happening. He said he told Reyes that he would appear at VOCAL-TX’s next press conference.",Named Person,Puma,,homeless man,
66,"“I’m gonna do whatever they need,” Puma said. “I’m more than willing to stand up and talk about everything. I told Betty, I said, ‘Are you willing to go with me?’ She says, ‘Yeah, we’re going. We’re gonna stand there, hold hands, and we’re gonna express what’s happened to us.’”",Named Person,Puma,,homeless man,
67,"Reyes revisited the St. Elmo camp on the morning of Monday, June 8. As he walked to the bridge over the tracks, he saw Puma handcuffed and in the custody of two Department of Public Safety officers. Reyes pulled out his phone and recorded the interaction, promising the troopers that he would take Puma away from the camp if they would release him. They reluctantly agreed, warning Puma that they would arrest him if he returned.",Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
68,"Reyes said that Puma and Betty stayed with him all day as he tried to arrange shelter with HSO, but that ultimately they were told there were no beds available. Puma and Betty spent the night in a parking lot near their camp. Reyes said he and other members of VOCAL-TX asked HSO for help again the following day. He said the department eventually found a place for Puma and Betty at the city’s Southbridge Shelter and that he dropped them there on the afternoon of June 9.",Named Person,Reyes,worker with the advocacy group VOCAL-TX,,"He is HIV positive, has spent time behind bars, was addicted to methamphetamine, and was homeless for seven years, despite having served his country in the Army in the late 1980s."
