No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
19,"What’s going on in our city right now is just, it’s just mayhem. Just pure mayhem. A lot of shootings. And young children are being caught in the crossfire now.",Named Person,Trish Lowry,board member of the ECO Foundation,mother,"Lowry is the mother of a 20-year-old daughter and a 30-year-old son who was injured in a shooting when he was 22. She is a board member of the ECO Foundation, an nonprofit organization focused on providing food, employment and education."
20,"My son Kyle was shot at a New Year’s Eve party seven years ago. He was just hanging out. Someone came in and got in an argument with somebody. My son’s friend was killed. Another friend was shot. Kyle was shot six times because he was standing up; he was in shock. My son was telling the police officer, “Just tell my mother I love her.”",Named Person,Trish Lowry,board member of the ECO Foundation,mother,"Lowry is the mother of a 20-year-old daughter and a 30-year-old son who was injured in a shooting when he was 22. She is a board member of the ECO Foundation, an nonprofit organization focused on providing food, employment and education."
21,"I was diagnosed with breast cancer in January. So my son actually moved in to take care of me and has been doing a phenomenal job. But I still pray every time he goes out, every time he leaves the house, I pray. That feeling of anxiety. I do give it over to God, but the feeling is still there, and I think that’s part of a PTSD thing because of when he got shot.",Named Person,Trish Lowry,board member of the ECO Foundation,mother,"Lowry is the mother of a 20-year-old daughter and a 30-year-old son who was injured in a shooting when he was 22. She is a board member of the ECO Foundation, an nonprofit organization focused on providing food, employment and education."
22,"I saw a little bit of this video that’s been circulating about this white man: He threatened to kill police officers and they didn’t do anything. They’re so violent with us, they’re so aggressive with us. The way they take in their white suspects with guns. They don’t shoot them, they de-escalate the situation, you know? They pretty much were begging him to get out of the car and appeasing him. We don’t want the police to shoot them, we just don’t want them to kill us.",Named Person,Trish Lowry,board member of the ECO Foundation,mother,"Lowry is the mother of a 20-year-old daughter and a 30-year-old son who was injured in a shooting when he was 22. She is a board member of the ECO Foundation, an nonprofit organization focused on providing food, employment and education."
23,"I worked for a charter school for a number of years. We lost a few children to gun violence. There was one young lady I knew during her freshman year. We had a relationship because I knew her sister. Sometimes, when you’re at the school, you develop like a sisterhood with the children. We used to joke around in the classroom. She used to give me a hard time. Then one day, we came back to school to find out that she was killed. That tore me apart. I cried and cried and cried for days. To hear about a kid not coming back to school the next day — you end up taking that stuff home.",Named Person,Natalie Manning,co-founder and the executive director of This Is Life,null,"Manning has three children, a 14-year-old daughter, a 19-year-old son and a 23-year-old son. She is a co-founder and the executive director of This Is Life, a nonprofit organization that provides opportunities for young people to participate in the arts, with the goal of deterring them from violence."
24,"And then I have my own children. So you sit here and you’re concerned about their safety. As a parent, nobody wants to get that call that your child is not coming back home or your child has been shot. Just that feeling of uneasiness. Even though my oldest son is 23, I still call him and text him all the time to make sure that he’s OK. Even though he’s a grown man.",Named Person,Natalie Manning,co-founder and the executive director of This Is Life,null,"Manning has three children, a 14-year-old daughter, a 19-year-old son and a 23-year-old son. She is a co-founder and the executive director of This Is Life, a nonprofit organization that provides opportunities for young people to participate in the arts, with the goal of deterring them from violence."
25,"We have a problem in our community with communicating. My solution to gun violence would be that I would want to create monthly town hall meetings with city officials and local civilians, in which we’re able to discuss the various solutions to try to stop gun violence, and also have each month a local celebrity influencer to help bring the crowds out to support this initiative.",Named Person,Natalie Manning,co-founder and the executive director of This Is Life,null,"Manning has three children, a 14-year-old daughter, a 19-year-old son and a 23-year-old son. She is a co-founder and the executive director of This Is Life, a nonprofit organization that provides opportunities for young people to participate in the arts, with the goal of deterring them from violence."
26,"I have a stepson who was shot a few years ago in the head. Although he survived, his life will never be the same. It’s a life-changing experience. I just feel like there should be programs in place for the relatives who have to help, whether it’s physically helping them recover; mentally, it should be some therapy programs for the siblings of the victim. My stepdaughter, his sister, did a lot to make sure that he recovered. It’s unfair that she had to be in that position.",Named Person,Chez Smith,founder of the Gyrls in the H.O.O.D Foundation,mother,"Smith’s stepson survived a gunshot wound in 2008, when he was 15. She is also the mother of a 9-year-old son, 16-year-old daughter and 29-year-old stepdaughter. Smith is the founder of the Gyrls in the H.O.O.D Foundation, which provides reproductive and sexual health education to girls."
27,"We kind of get lumped into one category since we are on the South Side — you know, like there’s something that we’re not doing right. But it’s a lot of hard-working families who go to work every day and take care of their kids and try to do the best that they can. And they want relief, too. They want peace and want their kids to play outside and stuff, too.",Named Person,Chez Smith,founder of the Gyrls in the H.O.O.D Foundation,mother,"Smith’s stepson survived a gunshot wound in 2008, when he was 15. She is also the mother of a 9-year-old son, 16-year-old daughter and 29-year-old stepdaughter. Smith is the founder of the Gyrls in the H.O.O.D Foundation, which provides reproductive and sexual health education to girls."
28,"I also think that money needs to be put into restorative justice programs that are offering conflict resolution techniques. Black boys are more likely to take redirection from somebody who looks like them. We need to get back to the grassroots way of thinking, and we need money to do that.",Named Person,Chez Smith,founder of the Gyrls in the H.O.O.D Foundation,mother,"Smith’s stepson survived a gunshot wound in 2008, when he was 15. She is also the mother of a 9-year-old son, 16-year-old daughter and 29-year-old stepdaughter. Smith is the founder of the Gyrls in the H.O.O.D Foundation, which provides reproductive and sexual health education to girls."
29,"I feel like girls are overlooked in this crisis, because really, this is a public health crisis. Girls are just as much victims as the boys are, but you just don’t see the same outrage. We need more intervention programs targeted to girls specifically.",Named Person,Chez Smith,founder of the Gyrls in the H.O.O.D Foundation,mother,"Smith’s stepson survived a gunshot wound in 2008, when he was 15. She is also the mother of a 9-year-old son, 16-year-old daughter and 29-year-old stepdaughter. Smith is the founder of the Gyrls in the H.O.O.D Foundation, which provides reproductive and sexual health education to girls."
30,"My husband was murdered. Gun violence in 2007. I don’t remember talking to the police. Police need to get out here to this community. You need to make yourself visible, need to go door to door, meet these neighbors. Come talk to us, patrol our neighborhood and get to know everybody.",Named Person,Marcia McQueen,null,null,"McQueen’s husband died of a gunshot wound in 2007. She has three children, ages 13, 19 and 22."
31,"I want to see more gyms, more activities open up for these youth so they can be safe. The kids can live again and enjoy life. What I would want to do, once we get this virus together, is go into the schools — all grade levels — and just talk to the young people about guns and what they’re supposed to be used for. Let them know that we can solve problems in a different kind of way — we don’t have to run to guns to solve the problem. I just wish the young people would grab onto that: You don’t have to kill somebody because of a disagreement. Because when you kill him, you kill the whole family.",Named Person,Marcia McQueen,null,null,"McQueen’s husband died of a gunshot wound in 2007. She has three children, ages 13, 19 and 22."
32,"In 2015, my husband and I were on a weekend trip. We came back from out of town and there was a note left on our front door. It was from the Atlanta Fulton County Medical Examiner’s Office. They told my husband that our son was brought in over the weekend. And that’s how we learned.",Named Person,Sharmaine Brown,founder of Jared’s Heart of Success,null,"Brown’s son died of a gunshot wound in 2015. She is the founder of Jared’s Heart of Success, a mentoring organization for children and teenagers. Her son died of a gunshot wound in 2015."
33,The young man who killed my son was 23 at the time. My son was 23 at the time. The young man ended up getting life plus an additional 20 years in prison. So here you have two families affected.,Named Person,Sharmaine Brown,founder of Jared’s Heart of Success,null,"Brown’s son died of a gunshot wound in 2015. She is the founder of Jared’s Heart of Success, a mentoring organization for children and teenagers. Her son died of a gunshot wound in 2015."
34,"When you’re talking about shifting money from law enforcement to other programs, it would be good for that money to go directly into our communities to help our youth. Re-allocate those funds into education, public health, housing and youth services. I really do honestly believe that it’s going to take us to continuously put the pressure on our legislators to do what’s right because our children’s lives matter.",Named Person,Sharmaine Brown,founder of Jared’s Heart of Success,null,"Brown’s son died of a gunshot wound in 2015. She is the founder of Jared’s Heart of Success, a mentoring organization for children and teenagers. Her son died of a gunshot wound in 2015."
35,"My husband was born and raised in Atlanta, in College Park, and so, even in his world, his mother did her best to kind of shield him and protect him from the kind of path that he could have easily gone down as a young boy. And he definitely has had interactions with authorities that haven’t always been the best experience. So, based on his experience and even some that I’ve witnessed with him and that happened to us, it definitely has shaped my view and just how protective I am of my son.",Named Person,Cora Miller,co-founder of Young King Hair Care,mother,Miller is the mother of a 4-year-old son. She is a co-founder of Young King Hair Care.
36,"There are several different occasions, but the one that still kind of shakes me to my core happened in Minnesota. One night, we were all trying to go into a bar, and my husband wanted to know the wait time. For some reason or another, the security guard and police officer were all just dismissive of him, giving him a “get in your place” type of attitude. My husband asked him not to be disrespectful because he didn’t do anything wrong. The security guy just shoved him, and then the police officer comes up and starts holding up his Taser to my husband. And I’m looking around — me, my friends — of course, everyone’s like, get out your cameras. Why did it escalate that quickly for no reason? I’m asking the officer, “Why do you have a Taser out right now?” He was telling my husband to get on the ground. My husband’s like, “What did I do?” Because he wouldn’t get on the ground, the officer tased him.",Named Person,Cora Miller,co-founder of Young King Hair Care,mother,Miller is the mother of a 4-year-old son. She is a co-founder of Young King Hair Care.
37,"I just reflect on the experiences that we go through all the time. It’s never all captured, but it happens all the time.",Named Person,Cora Miller,co-founder of Young King Hair Care,mother,Miller is the mother of a 4-year-old son. She is a co-founder of Young King Hair Care.
38,"Why are our Black men, our Black boys, treated this way, as if their lives just don’t matter? It definitely has shaped my view and just how protective I am of my 4-year-old son. Like, he’s cute now. Everybody always says how cute he is. But when does that change?",Named Person,Cora Miller,co-founder of Young King Hair Care,mother,Miller is the mother of a 4-year-old son. She is a co-founder of Young King Hair Care.
39,"In high school, I lost a friend to gun violence. He was a senior in high school, played football and all of that stuff, but someone shot into his car and killed him and severely injured two other guys who were also friends of mine. Just really seeing the impact of his death on my friends, who are still friends of mine today — they still talk about and think about that loss.",Named Person,WyKisha Thomas-McKinney,board chair of the Southeast Chapter of the American Foundation for Suicide Prevention and the loss division chair of the American Association of Suicidology,mother,Thomas-McKinney is the mother of a 15-year-old daughter and a 20-year-old son. She is the board chair of the Southeast Chapter of the American Foundation for Suicide Prevention and the loss division chair of the American Association of Suicidology.
40,"The hardest conversation I ever had with my son was telling him how to be safe when he left for college. And the dos and don’ts if you get pulled over. He went to a small school in a rural area of Texas, so we had to be honest with him: “Listen, you’re about to go in the country and they’re not going to see this nice, courteous, polite young man — they’re going to see an N-word walking around, so you have to be safe.” That was the hard talk to have.",Named Person,WyKisha Thomas-McKinney,board chair of the Southeast Chapter of the American Foundation for Suicide Prevention and the loss division chair of the American Association of Suicidology,mother,Thomas-McKinney is the mother of a 15-year-old daughter and a 20-year-old son. She is the board chair of the Southeast Chapter of the American Foundation for Suicide Prevention and the loss division chair of the American Association of Suicidology.
41,"I would be remiss not to mention the correlation between gun violence and suicide. Suicides account for most gun deaths. And suicide rates are increasing among Black children. As an advocate for mental health, I think that our children need to know that they are loved and supported through all of their exposure to this negativity. These kids see it on social media, hear their parents talking about it and see it on television. There is a heightened sense of hopelessness and it is easy to look over. Be mindful and pay attention to how your child is feeling emotionally.",Named Person,WyKisha Thomas-McKinney,board chair of the Southeast Chapter of the American Foundation for Suicide Prevention and the loss division chair of the American Association of Suicidology,mother,Thomas-McKinney is the mother of a 15-year-old daughter and a 20-year-old son. She is the board chair of the Southeast Chapter of the American Foundation for Suicide Prevention and the loss division chair of the American Association of Suicidology.
42,"My oldest, who was 16 years old, was murdered in 2017 along with another 16-year-old boy. And another 16-year-old committed the crime. It’s just horrible. My kid’s 16, a good kid, you know? Honor roll student. He really had a future. So now I’m just left with going to a cemetery to look at a headstone with my poor kid underneath it. For what? For what?",Named Person,Aishah George,null,member,"George’s son was shot and killed in 2017, when he was 16. She is a member of Mothers In Charge, a nonprofit organization dedicated in part to violence prevention."
43,"It feels like torture every single day. Every day. You just wake up and it’s like, ‘Well, let me see what violence happened last night when I was asleep.’",Named Person,Aishah George,null,member,"George’s son was shot and killed in 2017, when he was 16. She is a member of Mothers In Charge, a nonprofit organization dedicated in part to violence prevention."
44,"I think it’s too easy for people to get guns. It’s hard to get a job, but it’s easy to get a gun. Where are they coming from? Where are these guns coming from?",Named Person,Aishah George,null,member,"George’s son was shot and killed in 2017, when he was 16. She is a member of Mothers In Charge, a nonprofit organization dedicated in part to violence prevention."
45,These kids are getting younger and younger and they’re carrying guns more and more because they are really fearful for their lives.,Named Person,Aishah George,null,member,"George’s son was shot and killed in 2017, when he was 16. She is a member of Mothers In Charge, a nonprofit organization dedicated in part to violence prevention."
46,"Last year, there were over 70 shootings in Tallahassee — just in 2020 alone. So I don’t know if that was due to the pandemic. I don’t know what to attribute the increase in gun violence to, but it’s definitely noticeable.",Named Person,Alexis Hamilton,null,"graduate student, mother",Hamilton is a graduate student and the mother of a 7-year-old daughter.
47,"When you go to a specific city — for example, like Miami or St. Petersburg — it just seems more gang-related, but here, sometimes it’s just so random. Some people are just upset or angry. When I dig deeper into it, it’s so much more complicated.",Named Person,Alexis Hamilton,null,"graduate student, mother",Hamilton is a graduate student and the mother of a 7-year-old daughter.
48,"It just seems like in Tallahassee, the only time you see people coming out and protesting and doing community work is when it is a race-involved situation, so I think just taking further steps beyond what we’re doing now would help.",Named Person,Alexis Hamilton,null,"graduate student, mother",Hamilton is a graduate student and the mother of a 7-year-old daughter.
49,"Oddly enough, I don’t feel safe. If I don’t feel safe in my own community, and I don’t feel like the police here or the sheriffs here are necessarily helping with the safety here, then I don’t necessarily feel safe all around.",Named Person,Alexis Hamilton,null,"graduate student, mother",Hamilton is a graduate student and the mother of a 7-year-old daughter.
50,"As a Black person, as a Black woman, we face different sides of what you would call danger. When you come into a part of a town where it’s mostly a white demographic, you kind of feel that sense of danger, in the sense of underlying racism. You know, if there was a crime to happen, I wholeheartedly believe that I would be treated differently than if it was someone else, if there was a white counterpart involved.",Named Person,Alexis Hamilton,null,"graduate student, mother",Hamilton is a graduate student and the mother of a 7-year-old daughter.
51,"The idea that we can’t keep our children safe just makes me really feel a deep connection with my parents, my grandparents, my great-grandparents, and an overall connection with other Black parents. The idea that we can’t keep our children safe, the futility of feeling like you have it under control but there are these things that might happen, despite your best efforts, despite doing everything you can.",Named Person,Janelle Scott,null,null,Scott has a 12-year-old son and a 14-year-old daughter.
52,"I think about Michael Brown’s mom, who said how hard she’d worked to get him to get through school, and this notion that you can do everything “right” — both in terms of schooling experiences, social experiences, friendship networks — and still, unlike other parents, you can’t ever be sure they’re going to be safe. And that’s terrifying, and heartbreaking, and feels like an intergenerational burden.",Named Person,Janelle Scott,null,null,Scott has a 12-year-old son and a 14-year-old daughter.
53,"We don’t own guns. I don’t want them, and I worry about whether my kids are in homes where there are guns.",Named Person,Janelle Scott,null,null,Scott has a 12-year-old son and a 14-year-old daughter.
