No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
14,But Rimmer said Debates hasn’t done much to improve their living situation beyond fixing the elevator.,Named Person,Steven Rimmer,co-founder of the Tenants Association of New Center Plaza and Marlenor,,"Several miles closer to downtown, Steven Rimmer has big goals for tenants in his building — and the rest of Detroit. He wants to fundamentally change city policy to give renters more rights to renew leases and keep rent low.; Rimmer and others formed the Tenants Association of New Center Plaza and Marlenor the following month."
15,"""We have not yet offered leases to any existing residents, but we are about to start that,"" Debates said.",Named Person,Raymond Debates III,real estate investor,,Both New Center Plaza and The Marlenor are owned by local real estate investor Raymond Debates III and sit across from each other on Seward Street.
16,"""It was a struggle organizing here because we had management influencing and intimidating tenants,"" Rimmer said.",Named Person,Steven Rimmer,co-founder of the Tenants Association of New Center Plaza and Marlenor,,"Several miles closer to downtown, Steven Rimmer has big goals for tenants in his building — and the rest of Detroit. He wants to fundamentally change city policy to give renters more rights to renew leases and keep rent low.; Rimmer and others formed the Tenants Association of New Center Plaza and Marlenor the following month.; Debates is suing Rimmer for defamation in Wayne County Circuit Court and trying to evict him. Rimmer has filmed Debates following him in a car."
17,"""That's why we really need to build something bigger because we have more power than people realize.""",Named Person,Steven Rimmer,co-founder of the Tenants Association of New Center Plaza and Marlenor,,"Several miles closer to downtown, Steven Rimmer has big goals for tenants in his building — and the rest of Detroit. He wants to fundamentally change city policy to give renters more rights to renew leases and keep rent low.; Rimmer and others formed the Tenants Association of New Center Plaza and Marlenor the following month.; Debates is suing Rimmer for defamation in Wayne County Circuit Court and trying to evict him. Rimmer has filmed Debates following him in a car."
18,The city is now almost equally split between renters and homeowners according to the latest census data.,Document,,,census data,
19,DTAʼs first priority is to enact a Right to Renew ordinance according to Rimmer.,Named Person,Steven Rimmer,co-founder of the Tenants Association of New Center Plaza and Marlenor,,"Several miles closer to downtown, Steven Rimmer has big goals for tenants in his building — and the rest of Detroit. He wants to fundamentally change city policy to give renters more rights to renew leases and keep rent low.; Rimmer helped form the citywide Detroit Tenants Association DTA last August."
20,He said the group emerged from organizing with Occupy Detroit in the early 2010s when activists wanted to support homeowners facing foreclosure.,Named Person,Robert Day,retired legal aid attorney,,Robert Day is a retired Detroit legal aid attorney and has been with Detroit Eviction Defense from the start.
21,"""We always fight in the courts any way we can,"" Day said, ""but we all understood that we were going to have to do something that was outside the normal process, outside the courts, outside the government to get things done.""",Named Person,Robert Day,retired legal aid attorney,,Robert Day is a retired Detroit legal aid attorney and has been with Detroit Eviction Defense from the start.
22,"""We're against evictions,"" Day said. ""We know what side we're on — we're on the side of tenants and homeowners. I can't think of a situation where we'd say, 'we think you should be evicted.'""",Named Person,Robert Day,retired legal aid attorney,,Robert Day is a retired Detroit legal aid attorney and has been with Detroit Eviction Defense from the start.
23,"""We deal with lots of slumlords,"" said Sammie Lewis, who has been with the group for a couple years. ""There's a lot of people in conditions that are barely livable.""",Named Person,Sammie Lewis,,organizer,an organizer with Detroit Eviction Defense;who has been with the group for a couple years
24,"Despite the challenges tenants face every day in Detroit, Lewis said they’re excited about what’s happening in housing organizing in Detroit.",Named Person,Sammie Lewis,,organizer,an organizer with Detroit Eviction Defense;who has been with the group for a couple years
25,"""I feel a lot of optimism for the housing movement,"" Lewis said. ""Detroit Tenants Association is doing some great stuff around Right to Renew. More people are showing up and getting involved. I think we could win a lot here.""",Named Person,Sammie Lewis,,organizer,an organizer with Detroit Eviction Defense;who has been with the group for a couple years
