GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"“i don’t understand,” o’brien kept repeating.","i dont understand, obrien kept repeating.",92,Named_Person,Named_Person,Yes,joey o’brien,joey o'brien,92,,,0.0,camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail,,0.0, camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail, ,0.0
"more than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and “bits of silver.”","more than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and bits of silver.",100,Named_Person,Named_Person,Yes,joey o’brien,joey o'brien,92,,,0.0,camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail,,0.0, camping on the sidewalk in hunters point while investigating a homicide that occurred while he was in jail, ,0.0
"“the other stuff is under all that over there,” the officer said with a shrug. “you’re going to have to pick it up later.”",,0,Anonymous_Source,,No,,,100,police officer,,0.0,,,0.0,police officer ,,0.0
"as a recent batch of public records secured by city hall watchdog hazel williams shows, public works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on cesar chavez st.","as a recent batch of public records secured by city hall watchdog hazel williams shows, public works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the citys storage facility on cesar chavez st.",100,Named_Person,Named_Person,Yes,hazel williams,hazel williams,100,,city hall watchdog,0.0,city hall watchdog,,0.0, city hall watchdog,city hall watchdog ,1.0000001192092896
"many unhoused people, including robinson, say it can be challenging to identify and retrieve their belongings at the facility.","many unhoused people, including robinson, say it can be challenging to identify and retrieve their belongings at the facility.",100,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”","the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",1.0," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”"," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",1.0
"in a response to gazetteer's questions about potential breaches in protocol, public works spokesperson rachel gordon only noted that ""the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms."" gordon said claims for lost property can be filed with the city attorney's office.","in a response to gazetteers questions about potential breaches in protocol, public works spokesperson rachel gordon only noted that the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms.",99,Named_Person,Named_Organization,No,rachel gordon,public works,32,public works spokesperson,,0.0,"in a response to gazetteer's questions about potential breaches in protocol,",,0.0,"public works spokesperson in a response to gazetteer's questions about potential breaches in protocol,", ,0.0
"instead, the city swooped down on the encampments at sixth and jessie streets earlier than scheduled, said julian highsmith, communications and policy director for the coalition on homelessness.",,0,Named_Person,,No,julian highsmith,,0,"communications and policy director, coalition on homelessness",,0.0,,,0.0,"communications and policy director, coalition on homelessness ",,0.0
"“typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule,” highsmith said.","typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didnt follow that usual rule, highsmith said.",100,Named_Person,Named_Person,Yes,julian highsmith,julian highsmith,100,"communications and policy director, coalition on homelessness",communications and policy director for the coalition on homelessness,0.8200076222419739,,,0.0,"communications and policy director, coalition on homelessness ",communications and policy director for the coalition on homelessness ,0.8200076222419739
"instead, a small group of protesters regrouped at city hall for a series of chants and short speeches, holding a symbolic police citation for breed that accused her of violating human rights.","a small group of protesters regrouped at city hall for a series of chants and short speeches, holding a symbolic police citation for breed that accused her of violating human rights.",100,Anonymous_Groups,Anonymous_Groups,Yes,protesters,protesters,100,,,0.0,regrouped at city hall for a series of chants and short speeches,"crash an encampment sweep in soma last thursday, which had been scheduled for 12:30 p.m.; the group planned live performances, speeches, and outreach, to take place at the same time as sfpd and department of public works enforcement.",0.5810549259185791, regrouped at city hall for a series of chants and short speeches," crash an encampment sweep in soma last thursday, which had been scheduled for 12:30 p.m.; the group planned live performances, speeches, and outreach, to take place at the same time as sfpd and department of public works enforcement.",0.5810549259185791
highsmith told gazetteer he believes the city may have gotten wind of the group’s planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.,highsmith told gazetteer he believes the city may have gotten wind of the groups planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.,100,Named_Person,Named_Person,Yes,julian highsmith,julian highsmith,100,"communications and policy director, coalition on homelessness",communications and policy director for the coalition on homelessness,0.8200076222419739,,,0.0,"communications and policy director, coalition on homelessness ",communications and policy director for the coalition on homelessness ,0.8200076222419739
"“i personally think it’s a little suspicious to do the sweep earlier. it doesn’t seem like the city wants attention on the encampment sweeps, and i don’t think they want people to see what happens during that process,” he said.","it doesnt seem like the city wants attention on the encampment sweeps, and i dont think they want people to see what happens during that process, he said.",99,Named_Person,Named_Person,Yes,julian highsmith,julian highsmith,100,"communications and policy director, coalition on homelessness",communications and policy director for the coalition on homelessness,0.8200076222419739,,,0.0,"communications and policy director, coalition on homelessness ",communications and policy director for the coalition on homelessness ,0.8200076222419739
"when asked where he would move next, he shrugged and noted in his characteristic whisper that he was staying in the neighborhood.","when asked where he would move next, he shrugged and noted in his characteristic whisper that he was staying in the neighborhood.",100,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”","the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",1.0," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”"," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",1.0
"“it’s quiet here,” he said.","i had bad experiences, he said.",90,Named_Person,Named_Person,Yes,antonio robinson,antonio robinson,100,,,0.0,"when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”","the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",1.0," when they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.,the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.,""i had bad experiences,”"," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",1.0
there were 178 people on the department of homelessness and supportive housing’s online waitlist for shelter on monday afternoon.,there were 178 people on the department of homelessness and supportive housings online waitlist for shelter on monday afternoon.,99,Documents,Named_Organization,No,online waitlist,department of homelessness and supportive housing,12,,,0.0,,,0.0, , ,0.0
,"on thursday morning, as the laughter of department workers and police swirled around him, robinson packed his things into a jumble of luggage, awkwardly piled up on a too-small wagon.",0,,Named_Person,No,,antonio robinson,0,,,0.0,,"the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0,," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0
,robinson did not accept it.,0,,Named_Person,No,,antonio robinson,0,,,0.0,,"the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0,," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0
,all they do is tell me to go back to the hunters point navigation center.,0,,Named_Person,No,,antonio robinson,0,,,0.0,,"the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0,," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0
,and i dont want to do that.,0,,Named_Person,No,,antonio robinson,0,,,0.0,,"the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0,," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0
,"when they succeed, they often find important pieces missing from their stash  a problem that has persisted over years of sweeps.",0,,Named_Person,No,,antonio robinson,0,,,0.0,,"the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0,," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0
,"its quiet here, he said.",0,,Named_Person,No,,antonio robinson,0,,,0.0,,"the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0,," the 38-year-old had chosen to set up camp near palou ave. and griffith st. in hunters point, on a dead-end road surrounded by industrial buildings.",0.0
,"obrien was polite and contrite, admitting that he had broken several windows in the past while suffering a mental breakdown.",0,,Named_Person,No,,joey o'brien,0,,,0.0,,,0.0,, ,0.0
,i personally think its a little suspicious to do the sweep earlier.,0,,Named_Person,No,,julian highsmith,0,,communications and policy director for the coalition on homelessness,0.0,,,0.0,,communications and policy director for the coalition on homelessness ,0.0
,gordon said claims for lost property can be filed with the city attorneys office.,0,,Named_Person,No,,rachel gordon,0,,public works spokesperson,0.0,,,0.0,,public works spokesperson ,0.0
,the laughter of department workers and police swirled around him,0,,Anonymous_Groups,No,,department workers and police,0,,,0.0,,,0.0,, ,0.0
,"dozens of people lined the sidewalks that had been swept just hours prior, fussing with their belongings, setting up new tents, and discreetly selling wares to one another.",0,,Anonymous_Groups,No,,people,0,,,0.0,,lined the sidewalks that had been swept just hours prior,0.0,, lined the sidewalks that had been swept just hours prior,0.0
,according to people familiar with..,0,,Anonymous_Groups,No,,,100,,,0.0,,,0.0,, ,0.0
,according to people who were present at the meeting..,0,,Anonymous_Groups,No,,,100,,,0.0,,,0.0,, ,0.0
