SourcedStatement,SourceType,Name,Title,Justification
"""Housing policy is inherently local, and federal legislators should encourage local solutions to local problems,"" reads the press release on the bill.",Named Person Sources,Tim Scott,Sen.,(R–S.C.)
"Scott's bill would also repeal the cap on the number of public housing units that can be ""converted"" to other types of subsidized affordable housing under HUD's Rent Assistance Demonstration (RAD) program.",Named Person Sources,Scott,Sen.,(R–S.C.)
"You are reading Rent Free, Christian Britschgi's weekly newsletter on urban issues.",Named Person Sources,Christian Britschgi,,Christian Britschgi's weekly newsletter on urban issues
"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.",Named Person Sources,Jacob Krimmel,researcher,researchers
"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.",Named Person Sources,Betty X. Wang,researcher,researchers
"""We find that new construction differentially declined in the upzoned, affordability-mandated areas,"" they write.",Named Person Sources,Jacob Krimmel,researcher,researchers
"""We find that new construction differentially declined in the upzoned, affordability-mandated areas,"" they write.",Named Person Sources,Betty X. Wang,researcher,researchers
"""Developers intentionally avoided MHA-zoned areas – despite their upzoning– opting instead to build on nearby blocks without affordability requirements.""",Named Person Sources,Jacob Krimmel,researcher,researchers
"""Developers intentionally avoided MHA-zoned areas – despite their upzoning– opting instead to build on nearby blocks without affordability requirements.""",Named Person Sources,Betty X. Wang,researcher,researchers
Kevin Erdmann on RealPage and its incoherent critics.,Named Person Sources,Kevin Erdmann,,
"A detailed Los Angeles Times investigation published in November 2023 reported a number of issues at AHF-owned properties, including apartments infested with cockroaches, exploding radiators, water shut-offs so regular that tenants had to defecate in wastebaskets, violent crime and drug dealing left unaddressed, and months-long elevator shut-offs that left disabled tenants stuck on upper floors or forced to sleep in the lobby.",Document Sources,Los Angeles Times,,A detailed Los Angeles Times investigation published in November 2023
"While many of these problems are common at residential hotels on Skid Row, AHF-managed properties were more frequently hit with code complaints and emergency calls than similar properties, reported the Times.",Document Sources,Los Angeles Times,,A detailed Los Angeles Times investigation published in November 2023
"More than 80% of housing properties that have received D.C. funding aren't bringing in enough rental income to pay their mortgages and maintenance costs, according to the District's Department of Housing and Community Development.",Document Sources,District's Department of Housing and Community Development,,according to the District's Department of Housing and Community Development
"The scale of the crisis is viewed as existential: 22,000 units that house 48,000 vulnerable residents are at risk of foreclosure today, according to DHCD.",Document Sources,DHCD,,according to DHCD
"Delinquencies have risen dramatically, the report [ by Apartment and Office Building Association] concludes, because of D.C.'s pandemic-era policies that have tripled the length of the legal process required to evict nonpaying tenants.",Document Sources,Apartment and Office Building Association,,the report [ by Apartment and Office Building Association]
"Britain's new Labor government wants to build new towns to combat the country's housing cost crisis, reports The New York Times.",Document Sources,The New York Times,,reports The New York Times
"A former AHF employee described the living conditions at foundation properties as ""inhumane.""",Unnamed Group of People,AHF employee,,A former AHF employee
"Just yesterday, AHF settled a class action lawsuit filed by tenants of one its Los Angeles buildings.",Unnamed Group of People,tenants,,tenants of one its Los Angeles buildings
"The nonprofit agreed to refund tenants a portion of their rent, hire an elevator consultant, and work with pest control experts to fight bug infestations in its buildings.",Unnamed Group of People,tenants,,tenants of one its Los Angeles buildings
The tenant groups will use that money to ensure their landlords maintain their buildings and provide habitable living conditions.,Unnamed Group of People,tenant groups,,The tenant groups
"One would think that a nonprofit that hadn't been accused of leaving their tenants in ""inhumane"" conditions would be more qualified to help tenants fight for better living conditions.",Unnamed Group of People,tenants,,their tenants
That leaves the properties themselves at the risk of foreclosure and affordable housing tenants at risk that they'll be forced to vacate their homes once they're foreclosed on.,Unnamed Group of People,affordable housing tenants,,affordable housing tenants
"The scale of the crisis is viewed as existential: 22,000 units that house 48,000 vulnerable residents are at risk of foreclosure today, according to DHCD.",Unnamed Group of People,vulnerable residents,,vulnerable residents
"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent.",Unnamed Group of People,Landlords,,Landlords
"While cases have been delayed, many tenants continue living in units without paying rent and rack up tens of thousands of dollars in debts, a massive financial hole that is difficult to escape from.",Unnamed Group of People,tenants,,many tenants
They have left landlords with substantially less revenue to maintain their operations and few options to generate more income.,Unnamed Group of People,landlords,,landlords
California voters will decide whether to repeal state limits on local rent control policies when they vote on Prop. 33 this November.,Unnamed Group of People,California voters,,California voters
"In anticipation of it passing, San Francisco politicians are already drafting an ordinance to expand rent control to units built after 1979.",Unnamed Group of People,San Francisco politicians,,San Francisco politicians
Minnesota YIMBYs regroup after a bruising legislative session where most of their bills went nowhere.,Unnamed Group of People,Minnesota YIMBYs,,Minnesota YIMBYs
